"Crash.ID","State","Month","Year","Crash.Type","Number.Fatalities","Bus.Involvement","Heavy.Rigid.Truck.Involvement","Articulated.Truck.Involvement","Speed.Limit","National.LGA.Name.2017","Christmas.Period","Easter.Period","Time.of.day"
20183211,"Qld",9,2018,"Multiple",2,"No","No","No","100","Bundaberg (R)","No","No","Day"
20183133,"Qld",9,2018,"Single",1,"No","No","No","90","Moreton Bay (R)","No","No","Night"
20182149,"Vic",9,2018,"Single",1,"No","No","No","100","Murrindindi (S)","No","No","Day"
20181085,"NSW",9,2018,"Single",1,"No","No","No","100","Clarence Valley","No","No","Night"
20183054,"Qld",9,2018,"Single",1,"No","No","No","50","Moreton Bay (R)","No","No","Day"
20185098,"WA",9,2018,"Multiple",1,"No","No","Yes","110","Meekatharra (S)","No","No","Night"
20181151,"NSW",9,2018,"Single",1,"No","No","No","110","Port Macquarie-Hastings","No","No","Day"
20183120,"Qld",9,2018,"Single",1,"No","No","No","60","Moreton Bay (R)","No","No","Night"
20181298,"NSW",9,2018,"Single",1,"No","No","No","50","Singleton","No","No","Night"
20181215,"NSW",9,2018,"Single",1,"No","No","No","80","Mid-Coast","No","No","Night"
20188006,"ACT",9,2018,"Single",1,"No","No","No","100",NA,"No","No","Day"
20183156,"Qld",9,2018,"Multiple",2,"No","No","No","100","North Burnett (R)","No","No","Night"
20181184,"NSW",9,2018,"Single",1,"No","No","No","60","Lismore","No","No","Day"
20181282,"NSW",9,2018,"Single",1,"No","No","No","100","Parkes","No","No","Night"
20186017,"Tas",9,2018,"Multiple",1,"No","No","No","50","Hobart (C)","No","No","Day"
20185046,"WA",9,2018,"Single",1,"No","No","No","110","Kellerberrin (S)","No","No","Night"
20182167,"Vic",9,2018,"Single",1,"No","No","No","100","South Gippsland (S)","No","No","Day"
20181099,"NSW",9,2018,"Single",1,"No","No","No","80","Port Stephens","No","No","Night"
20181142,"NSW",9,2018,"Multiple",1,"No","No","No","100","Mid-Western Regional","No","No","Day"
20181066,"NSW",9,2018,"Multiple",1,"No","No","No","60","Campbelltown","No","No","Night"
20181082,"NSW",9,2018,"Multiple",1,"No","Yes","No","100","Byron","No","No","Day"
20181135,"NSW",9,2018,"Single",1,"No","No","No","100","Tweed","No","No","Night"
20181023,"NSW",9,2018,"Multiple",1,"Yes","No","No","100","Snowy Valleys","No","No","Day"
20186007,"Tas",9,2018,"Single",1,"No","No","No","100","Launceston (C)","No","No","Night"
20182160,"Vic",9,2018,"Single",1,"No","No","No","100","Corangamite (S)","No","No","Day"
20182177,"Vic",9,2018,"Multiple",1,"No","No","No","80","Knox (C)","No","No","Night"
20183110,"Qld",9,2018,"Single",1,"No","No","No","100","Ipswich (C)","No","No","Day"
20182088,"Vic",9,2018,"Single",1,"No","No","No","80","Macedon Ranges (S)","No","No","Night"
20182069,"Vic",9,2018,"Multiple",1,"No","No","No","100","East Gippsland (S)","No","No","Day"
20183208,"Qld",9,2018,"Multiple",1,"No","No","No","60","Brisbane (C)","No","No","Night"
20182135,"Vic",9,2018,"Multiple",1,"No","No","Yes","60","Kingston (C) (Vic.)","No","No","Day"
20181145,"NSW",9,2018,"Multiple",1,"No","No","Yes","80","Bayside","No","No","Night"
20181046,"NSW",9,2018,"Single",1,"No","No","No","80","Hawkesbury","No","No","Day"
20181176,"NSW",9,2018,"Multiple",1,"No","No","No","60","Lake Macquarie","No","No","Night"
20182012,"Vic",9,2018,"Single",1,"No","No","No","100","Wangaratta (RC)","No","No","Day"
20185079,"WA",9,2018,"Single",1,"No","No","No","50","Kwinana (C)","No","No","Night"
20181035,"NSW",9,2018,"Multiple",1,"No","Yes","No","100","Central Coast","No","No","Day"
20182092,"Vic",9,2018,"Single",1,"No","No","No","100","Wellington (S)","No","No","Night"
20185062,"WA",9,2018,"Multiple",1,"No","Yes","No","90","Serpentine-Jarrahdale (S)","No","No","Day"
20185103,"WA",9,2018,"Multiple",1,"No","No","No","110","Busselton (C)","No","No","Night"
20181241,"NSW",9,2018,"Single",1,"No","No","No","100","Warren","No","No","Night"
20184007,"SA",9,2018,"Multiple",1,"No","No","No","60","Adelaide (C)","No","No","Night"
20181236,"NSW",9,2018,"Single",1,"No","No","No","50","Tamworth Regional","No","No","Night"
20187034,"NT",8,2018,"Single",1,"No","No","No","110","Roper Gulf (R)","No","No","Day"
20185126,"WA",8,2018,"Multiple",2,"No","No","Yes","110","Corrigin (S)","No","No","Night"
20181075,"NSW",8,2018,"Single",1,"No","No","No","100","Mid-Western Regional","No","No","Day"
20185010,"WA",8,2018,"Single",1,"No","No","No","60",NA,"No","No","Night"
20181128,"NSW",8,2018,"Multiple",1,"No","No","No","100","Moree Plains","No","No","Day"
20183052,"Qld",8,2018,"Single",1,"No","No","No","50","Gold Coast (C)","No","No","Night"
20183090,"Qld",8,2018,"Multiple",1,"No","No","No","100","Sunshine Coast (R)","No","No","Day"
20184033,"SA",8,2018,"Multiple",2,"No","No","No","110","Port Augusta (C)","No","No","Night"
20181127,"NSW",8,2018,"Multiple",1,"No","No","No","80","Cabonne","No","No","Day"
20181064,"NSW",8,2018,"Multiple",1,"No","No","Yes","110","Bland","No","No","Night"
20181207,"NSW",8,2018,"Single",1,"No","No","No","100","Kempsey","No","No","Day"
20185119,"WA",8,2018,"Single",2,"No","No","No","90","Wyndham-East Kimberley (S)","No","No","Night"
20183035,"Qld",8,2018,"Single",1,"No","No","No","50","Gold Coast (C)","No","No","Day"
20183115,"Qld",8,2018,"Multiple",1,"No","No","No","100","Gympie (R)","No","No","Day"
20185127,"WA",8,2018,"Single",1,"No","No","No","70","Esperance (S)","No","No","Night"
20183155,"Qld",8,2018,"Single",1,"No","No","No","100","Maranoa (R)","No","No","Day"
20182087,"Vic",8,2018,"Single",1,"No","No","No","50","Whittlesea (C)","No","No","Day"
20181055,"NSW",8,2018,"Multiple",2,"No","No","No","100","Muswellbrook","No","No","Night"
20182172,"Vic",8,2018,"Single",1,"No","No","No","60","Whitehorse (C)","No","No","Night"
20182193,"Vic",8,2018,"Multiple",1,"No","No","No","70","Maroondah (C)","No","No","Night"
20183063,"Qld",8,2018,"Multiple",3,"No","Yes","No","100","Whitsunday (R)","No","No","Day"
20185145,"WA",8,2018,"Single",1,"No","No","No","100","Kalamunda (C)","No","No","Day"
20181197,"NSW",8,2018,"Multiple",2,"No","No","Yes","110","Coolamon","No","No","Day"
20183137,"Qld",8,2018,"Single",1,"No","No","No","90","Gympie (R)","No","No","Day"
20183162,"Qld",8,2018,"Multiple",1,"No","No","No","100","Barcoo (S)","No","No","Day"
20184072,"SA",8,2018,"Single",1,"No","No","No","100","Wakefield (DC)","No","No","Day"
20182188,"Vic",8,2018,"Multiple",1,"No","No","No","60","Melton (C)","No","No","Day"
20182036,"Vic",8,2018,"Multiple",1,"No","No","No","40","Stonnington (C)","No","No","Day"
20183213,"Qld",8,2018,"Multiple",1,"No","No","No","60","Brisbane (C)","No","No","Day"
20181104,"NSW",8,2018,"Single",1,"No","No","No","80","Mid-Coast","No","No","Day"
20182030,"Vic",8,2018,"Multiple",2,"No","No","No","100","South Gippsland (S)","No","No","Day"
20181279,"NSW",8,2018,"Single",1,"No","No","No","100","Gwydir","No","No","Night"
20181210,"NSW",8,2018,"Single",1,"No","No","No","60","Inner West","No","No","Day"
20182137,"Vic",8,2018,"Multiple",1,"No","No","No","100","Mildura (RC)","No","No","Day"
20181125,"NSW",8,2018,"Single",1,"No","Yes","No","50","Hawkesbury","No","No","Day"
20185051,"WA",8,2018,"Single",1,"No","No","No","110","Dumbleyung (S)","No","No","Day"
20183173,"Qld",8,2018,"Single",1,"No","No","No","100","Sunshine Coast (R)","No","No","Day"
20182018,"Vic",8,2018,"Multiple",1,"No","No","No",NA,"Golden Plains (S)","No","No","Night"
20183206,"Qld",8,2018,"Multiple",1,"No","Yes","Yes","100","Mackay (R)","No","No","Day"
20181169,"NSW",8,2018,"Multiple",1,"No","No","No","60","Penrith","No","No","Night"
20185003,"WA",8,2018,"Multiple",1,"No","No","No","70","Swan (C)","No","No","Day"
20181029,"NSW",8,2018,"Multiple",1,"No","Yes","No","60","Hawkesbury","No","No","Night"
20181122,"NSW",8,2018,"Multiple",1,"No","No","No","80","Ballina","No","No","Day"
20181311,"NSW",8,2018,"Multiple",1,"No","No","No","60","Fairfield","No","No","Night"
20183068,"Qld",8,2018,"Single",1,"No","No","No","60","Tablelands (R)","No","No","Day"
20181137,"NSW",8,2018,"Single",1,"No","No","No","70","Canada Bay","No","No","Night"
20183100,"Qld",8,2018,"Multiple",1,"No","No","Yes","60","Townsville (C)","No","No","Day"
20183078,"Qld",8,2018,"Multiple",1,"No","No","Yes","100","Cassowary Coast (R)","No","No","Night"
20182131,"Vic",8,2018,"Multiple",1,"No","No","No","70","Casey (C)","No","No","Day"
20185083,"WA",8,2018,"Single",1,"No","No","No","110",NA,"No","No","Day"
20183084,"Qld",8,2018,"Single",1,"No","No","No","50","Moreton Bay (R)","No","No","Day"
20182125,"Vic",8,2018,"Single",1,"No","No","No","80","Greater Shepparton (C)","No","No","Night"
20182060,"Vic",8,2018,"Single",1,"No","No","No","70","Brimbank (C)","No","No","Night"
20181294,"NSW",8,2018,"Multiple",1,"No","No","No","80","Central Coast","No","No","Night"
20181121,"NSW",8,2018,"Single",1,"No","No","No","80","Lismore","No","No","Day"
20183144,"Qld",8,2018,"Single",1,"No","No","No","100","Balonne (S)","No","No","Night"
20181318,"NSW",8,2018,"Single",1,"No","No","No","70","Georges River","No","No","Day"
20182025,"Vic",8,2018,"Single",1,"No","No","No","80","Hume (C)","No","No","Night"
20181044,"NSW",8,2018,"Multiple",1,"No","No","No","80","Newcastle","No","No","Day"
20185027,"WA",8,2018,"Single",1,"No","No","No",NA,"Carnarvon","No","No","Night"
20181228,"NSW",8,2018,"Multiple",1,"No","No","No","100","Greater Hume","No","No","Day"
20182096,"Vic",8,2018,"Multiple",1,"No","No","No","100","Melton (C)","No","No","Night"
20181270,"NSW",8,2018,"Single",1,"No","No","No","100","Tamworth Regional","No","No","Day"
20185093,"WA",8,2018,"Single",1,"No","No","No","100","Serpentine-Jarrahdale (S)","No","No","Night"
20181008,"NSW",8,2018,"Single",1,"No","Yes","No","110","Central Darling","No","No","Day"
20181295,"NSW",8,2018,"Single",1,"No","No","No","60","Clarence Valley","No","No","Night"
20183069,"Qld",8,2018,"Single",1,"No","No","No","100","Banana (S)","No","No","Day"
20182180,"Vic",8,2018,"Single",1,"No","No","No","100","Alpine (S)","No","No","Night"
20183190,"Qld",8,2018,"Single",1,"No","No","No","50","Sunshine Coast (R)","No","No","Day"
20181021,"NSW",8,2018,"Multiple",1,"No","No","No","50","Port Stephens","No","No","Night"
20181246,"NSW",8,2018,"Single",1,"No","No","No","100","Dubbo Regional","No","No","Day"
20186009,"Tas",8,2018,"Single",1,"No","No","No","<40","Central Coast (M) (Tas.)","No","No","Day"
20181113,"NSW",8,2018,"Single",1,"No","No","No","100","Murray River","No","No","Day"
20182046,"Vic",8,2018,"Single",1,"No","No","No","80","Hepburn (S)","No","No","Night"
20183117,"Qld",8,2018,"Multiple",1,"No","No","Yes","60","Brisbane (C)","No","No","Day"
20181183,"NSW",8,2018,"Multiple",1,"No","No","No","80","Blacktown","No","No","Night"
20183060,"Qld",8,2018,"Multiple",2,"No","No","No","100","Western Downs (R)","No","No","Day"
20183157,"Qld",8,2018,"Multiple",1,"No","No","No","60","Sunshine Coast (R)","No","No","Night"
20186023,"Tas",8,2018,"Multiple",1,"No","Yes","No","100","West Tamar (M)","No","No","Day"
20181060,"NSW",8,2018,"Single",1,"No","No","No","50","Parramatta","No","No","Night"
20187019,"NT",8,2018,"Single",2,"No","No","Yes","110","Barkly (R)","No","No","Day"
20185020,"WA",8,2018,"Single",1,"No","No","No","70","Victoria Park (T)","No","No","Night"
20181095,"NSW",8,2018,"Multiple",1,"No","Yes","No","80","Tweed","No","No","Day"
20181005,"NSW",8,2018,"Multiple",1,"No","No","No","100","Singleton","No","No","Day"
20181288,"NSW",8,2018,"Multiple",1,"No","No","No","70","Liverpool","No","No","Day"
20181227,"NSW",8,2018,"Multiple",1,"No","No","No","100","Cessnock","No","No","Day"
20181158,"NSW",8,2018,"Single",1,"No","Yes","No","60","Canterbury-Bankstown","No","No","Day"
20185022,"WA",8,2018,"Multiple",2,"No","No","No","110","Irwin (S)","No","No","Day"
20181006,"NSW",8,2018,"Single",1,"No","No","No","60","Lane Cove","No","No","Night"
20183131,"Qld",8,2018,"Multiple",1,"No","No","Yes","80","Fraser Coast (R)","No","No","Day"
20182078,"Vic",8,2018,"Multiple",1,"No","No","No","100","Campaspe (S)","No","No","Day"
20181150,"NSW",8,2018,"Single",1,"No","No","No","60","Central Coast","No","No","Night"
20183218,"Qld",8,2018,"Single",1,"No","No","No","100","Bundaberg (R)","No","No","Night"
20182190,"Vic",8,2018,"Single",1,"No","No","No","100","Cardinia (S)","No","No","Day"
20181196,"NSW",7,2018,"Single",1,"No","No","No","80","Glen Innes Severn","No","No","Night"
20185142,"WA",7,2018,"Single",1,"No","No","No","70","Kalamunda (C)","No","No","Day"
20181182,"NSW",7,2018,"Multiple",2,"No","No","No","70","Central Coast","No","No","Night"
20181189,"NSW",7,2018,"Multiple",1,"No","No","No","100","Dubbo Regional","No","No","Day"
20182127,"Vic",7,2018,"Multiple",2,"No","No","No","80","Melton (C)","No","No","Night"
20181146,"NSW",7,2018,"Single",1,"No","No","No","50","Fairfield","No","No","Night"
20183209,"Qld",7,2018,"Multiple",1,"No","No","No","100","Somerset (R)","No","No","Night"
20181003,"NSW",7,2018,"Multiple",1,"No","No","No","90","Port Stephens","No","No","Day"
20185087,"WA",7,2018,"Single",1,"No","No","Yes","110",NA,"No","No","Day"
20182010,"Vic",7,2018,"Multiple",1,"No","No","No","110","Ararat (RC)","No","No","Day"
20185115,"WA",7,2018,"Multiple",1,"No","Yes","No","70","Rockingham (C)","No","No","Day"
20183165,"Qld",7,2018,"Single",1,"No","No","No","60","Brisbane (C)","No","No","Day"
20182098,"Vic",7,2018,"Single",1,"No","No","No","80","Melbourne (C)","No","No","Night"
20187013,"NT",7,2018,"Single",1,"No","No","No","100","Litchfield (M)","No","No","Night"
20188003,"ACT",7,2018,"Multiple",1,"No","Yes","No","80","Unincorporated ACT","No","No","Day"
20183136,"Qld",7,2018,"Single",1,"No","Yes","No","100","Lockyer Valley (R)","No","No","Day"
20182165,"Vic",7,2018,"Multiple",1,"No","No","No","50","Murrindindi (S)","No","No","Day"
20185033,"WA",7,2018,"Multiple",1,"No","No","No","90",NA,"No","No","Day"
20184065,"SA",7,2018,"Multiple",1,"No","No","No","60","Onkaparinga (C)","No","No","Day"
20182003,"Vic",7,2018,"Multiple",1,"No","No","No","80","Hepburn (S)","No","No","Day"
20183175,"Qld",7,2018,"Single",1,"No","No","No","100","Townsville (C)","No","No","Night"
20186004,"Tas",7,2018,"Multiple",1,"No","No","No","50","Hobart (C)","No","No","Night"
20181202,"NSW",7,2018,"Multiple",1,"No","No","No","50","Federation","No","No","Night"
20184022,"SA",7,2018,"Multiple",1,"No","No","No","60","Charles Sturt (C)","No","No","Day"
20183127,"Qld",7,2018,"Multiple",1,"No","No","Yes","100","Lockyer Valley (R)","No","No","Night"
20182070,"Vic",7,2018,"Single",1,"No","No","No","50","Maribyrnong (C)","No","No","Night"
20181054,"NSW",7,2018,"Multiple",1,"No","No","No","100","Inverell","No","No","Day"
20185116,"WA",7,2018,"Multiple",1,"No","No","No","60","Stirling (C)","No","No","Night"
20181259,"NSW",7,2018,"Multiple",1,"No","No","No","90","Parramatta","No","No","Day"
20183018,"Qld",7,2018,"Single",1,"No","No","No","100","Cook (S)","No","No","Day"
20181277,"NSW",7,2018,"Single",1,"No","No","No","50","The Hills","No","No","Day"
20181115,"NSW",7,2018,"Single",1,"No","No","No","100","Gunnedah","No","No","Day"
20186024,"Tas",7,2018,"Multiple",1,"No","No","No","50","West Tamar (M)","No","No","Day"
20183049,"Qld",7,2018,"Single",1,"No","No","Yes","100","Scenic Rim (R)","No","No","Day"
20183132,"Qld",7,2018,"Multiple",1,"No","No","No","70","Moreton Bay (R)","No","No","Day"
20184034,"SA",7,2018,"Multiple",1,"No","Yes","No","100","Clare and Gilbert Valleys (DC)","No","No","Day"
20183114,"Qld",7,2018,"Single",1,"No","No","No","60","Cairns (R)","No","No","Night"
20181163,"NSW",7,2018,"Single",1,"No","No","No","50","Sutherland","No","No","Day"
20182033,"Vic",7,2018,"Multiple",1,"No","No","Yes","100","Greater Bendigo (C)","No","No","Night"
20183142,"Qld",7,2018,"Multiple",1,"No","No","No","100","Whitsunday (R)","No","No","Day"
20183214,"Qld",7,2018,"Single",1,"No","No","No","80","Townsville (C)","No","No","Night"
20183205,"Qld",7,2018,"Single",1,"No","No","No","50","Moreton Bay (R)","No","No","Day"
20181157,"NSW",7,2018,"Multiple",3,"No","No","No","100","Snowy Monaro Regional","No","No","Night"
20187039,"NT",7,2018,"Single",1,"No","No","No","70","Alice Springs (T)","No","No","Night"
20181050,"NSW",7,2018,"Multiple",1,"No","No","No","110","Murray River","No","No","Night"
20185011,"WA",7,2018,"Single",1,"No","No","No","50","Mundaring (S)","No","No","Night"
20183143,"Qld",7,2018,"Multiple",2,"No","No","No","60","Brisbane (C)","No","No","Night"
20181136,"NSW",7,2018,"Multiple",1,"No","No","No","60","Blacktown","No","No","Day"
20183095,"Qld",7,2018,"Single",1,"No","No","No","80","Tablelands (R)","No","No","Night"
20183167,"Qld",7,2018,"Single",1,"No","No","No","100","Tablelands (R)","No","No","Day"
20183040,"Qld",7,2018,"Single",1,"No","No","No","50","Moreton Bay (R)","No","No","Night"
20182008,"Vic",7,2018,"Single",1,"No","No","No","60","Banyule (C)","No","No","Day"
20185025,"WA",7,2018,"Single",1,"No","No","No","90","Murray (S)","No","No","Night"
20183184,"Qld",7,2018,"Single",1,"No","No","No","100","Toowoomba (R)","No","No","Day"
20182124,"Vic",7,2018,"Multiple",1,"No","No","Yes","80","Hobsons Bay (C)","No","No","Night"
20181285,"NSW",7,2018,"Single",1,"No","No","No","60","Strathfield","No","No","Day"
20181293,"NSW",7,2018,"Single",1,"No","No","No","100","Federation","No","No","Night"
20181011,"NSW",7,2018,"Single",1,"No","No","No","110","Unincorporated","No","No","Day"
20182183,"Vic",7,2018,"Single",1,"No","No","No","60","Hume (C)","No","No","Night"
20187014,"NT",7,2018,"Single",1,"No","No","No","110","Roper Gulf (R)","No","No","Day"
20181032,"NSW",7,2018,"Single",2,"No","No","No","100","Hilltops","No","No","Night"
20184014,"SA",7,2018,"Single",1,"No","No","No","25","Adelaide (C)","No","No","Night"
20185038,"WA",7,2018,"Single",1,"No","No","No","110","Donnybrook-Balingup (S)","No","No","Night"
20181131,"NSW",7,2018,"Multiple",1,"No","No","No","60","Cumberland","No","No","Day"
20183017,"Qld",7,2018,"Single",1,"No","No","No","100","Isaac (R)","No","No","Night"
20183123,"Qld",7,2018,"Single",1,"No","No","No","80","Western Downs (R)","No","No","Day"
20183099,"Qld",7,2018,"Single",1,"No","No","No","80","Sunshine Coast (R)","No","No","Night"
20183185,"Qld",7,2018,"Multiple",1,"No","No","No","60","Sunshine Coast (R)","No","No","Day"
20185024,"WA",7,2018,"Single",1,"No","No","No","110","Dundas (S)","No","No","Night"
20181222,"NSW",7,2018,"Single",1,"No","No","Yes","50","Hornsby","No","No","Day"
20181103,"NSW",7,2018,"Multiple",1,"No","No","Yes","100","Lithgow","No","No","Night"
20185058,"WA",7,2018,"Multiple",1,"No","No","No","60","Wanneroo (C)","No","No","Day"
20183088,"Qld",7,2018,"Single",1,"No","No","No","60","Gympie (R)","No","No","Day"
20181052,"NSW",7,2018,"Single",1,"No","No","No","100","Parramatta","No","No","Night"
20183080,"Qld",7,2018,"Single",2,"No","No","No","100","Somerset (R)","No","No","Day"
20181089,"NSW",7,2018,"Single",1,"No","No","No","60","Central Coast","No","No","Day"
20181147,"NSW",7,2018,"Multiple",2,"No","Yes","No","110","Central Coast","No","No","Day"
20183112,"Qld",7,2018,"Single",1,"No","No","No","100","Townsville (C)","No","No","Day"
20185006,"WA",7,2018,"Single",1,"No","No","No","80","Busselton (C)","No","No","Day"
20182109,"Vic",7,2018,"Single",1,"No","No","No","100","Alpine (S)","No","No","Day"
20181240,"NSW",7,2018,"Single",1,"No","No","No","70","Central Coast","No","No","Night"
20183061,"Qld",7,2018,"Single",1,"No","No","No","100","Gympie (R)","No","No","Day"
20182156,"Vic",7,2018,"Single",1,"Yes","No","No",NA,"Maroondah (C)","No","No","Day"
20181111,"NSW",7,2018,"Single",1,"No","No","No","100","The Hills","No","No","Day"
20183067,"Qld",7,2018,"Single",1,"No","No","No","80","Scenic Rim (R)","No","No","Day"
20183148,"Qld",7,2018,"Single",1,"No","No","No","60","Brisbane (C)","No","No","Day"
20182196,"Vic",7,2018,"Multiple",1,"No","No","No","100","Strathbogie (S)","No","No","Day"
20182065,"Vic",7,2018,"Multiple",1,"No","No","No","80","Greater Geelong (C)","No","No","Day"
20183083,"Qld",6,2018,"Multiple",1,"No","Yes","No","60","Logan (C)","No","No","Night"
20187010,"NT",6,2018,"Single",1,"No","No","No","110","Roper Gulf (R)","No","No","Night"
20185075,"WA",6,2018,"Single",1,"No","No","No","70","Stirling (C)","No","No","Night"
20183028,"Qld",6,2018,"Single",1,"No","No","No","70","Gympie (R)","No","No","Day"
20184049,"SA",6,2018,"Single",1,"No","No","No","50","Port Adelaide Enfield (C)","No","No","Night"
20187035,"NT",6,2018,"Single",1,"No","No","No","50","Darwin (C)","No","No","Night"
20185065,"WA",6,2018,"Single",1,"No","No","No","110","Cunderdin (S)","No","No","Day"
20183015,"Qld",6,2018,"Multiple",1,"No","No","Yes","60","Fraser Coast (R)","No","No","Day"
20181319,"NSW",6,2018,"Multiple",1,"No","No","No","60","Goulburn Mulwaree","No","No","Day"
20181083,"NSW",6,2018,"Single",1,"No","No","No","80","Richmond Valley","No","No","Day"
20181291,"NSW",6,2018,"Single",1,"No","No","No","100","Uralla","No","No","Night"
20183013,"Qld",6,2018,"Multiple",1,"No","Yes","No","60","Brisbane (C)","No","No","Day"
20181037,"NSW",6,2018,"Multiple",1,"No","No","No","60","Sutherland","No","No","Day"
20182014,"Vic",6,2018,"Multiple",1,"No","No","No","100","Greater Bendigo (C)","No","No","Day"
20185054,"WA",6,2018,"Single",1,"No","No","No","60","Rockingham (C)","No","No","Night"
20183202,"Qld",6,2018,"Multiple",2,"No","No","Yes","100","Bundaberg (R)","No","No","Day"
20184006,"SA",6,2018,"Single",1,"No","No","No","100","Light (RegC)","No","No","Day"
20186029,"Tas",6,2018,"Multiple",1,"No","No","Yes","110","Meander Valley (M)","No","No","Day"
20181313,"NSW",6,2018,"Single",1,"No","No","No","100","Snowy Valleys","No","No","Day"
20187033,"NT",6,2018,"Single",1,"No","No","No","60","Wagait (S)","No","No","Night"
20183008,"Qld",6,2018,"Multiple",1,"No","No","No","80","Sunshine Coast (R)","No","No","Day"
20182076,"Vic",6,2018,"Single",1,"No","No","No","60","Moonee Valley (C)","No","No","Day"
20181299,"NSW",6,2018,"Multiple",1,"No","No","No","100","Bega Valley","No","No","Day"
20185128,"WA",6,2018,"Multiple",1,"No","No","No","60","Cambridge (T)","No","No","Day"
20183104,"Qld",6,2018,"Single",1,"No","No","No","100","Rockhampton (R)","No","No","Day"
20182032,"Vic",6,2018,"Multiple",1,"No","No","Yes","100","Moira (S)","No","No","Day"
20182145,"Vic",6,2018,"Single",1,"No","No","No","100","Northern Grampians (S)","No","No","Night"
20183111,"Qld",6,2018,"Single",1,"No","No","No","60","Brisbane (C)","No","No","Day"
20183093,"Qld",6,2018,"Multiple",1,"No","No","No","80","Gympie (R)","No","No","Day"
20187042,"NT",6,2018,"Single",1,"No","No","No","70","Alice Springs (T)","No","No","Night"
20183086,"Qld",6,2018,"Multiple",1,"No","No","No","100","Brisbane (C)","No","No","Night"
20183024,"Qld",6,2018,"Multiple",1,"No","No","Yes","100","Isaac (R)","No","No","Day"
20185112,"WA",6,2018,"Single",1,"No","No","No","60",NA,"No","No","Night"
20181073,"NSW",6,2018,"Multiple",1,"Yes","No","No","60","Fairfield","No","No","Day"
20187016,"NT",6,2018,"Single",1,"No","No","No","110","West Arnhem (R)","No","No","Night"
20182047,"Vic",6,2018,"Multiple",1,"No","No","No","100","Wyndham (C)","No","No","Day"
20181220,"NSW",6,2018,"Multiple",1,"No","No","No","100","Tamworth Regional","No","No","Day"
20183204,"Qld",6,2018,"Multiple",1,"No","No","No","100","Gladstone (R)","No","No","Day"
20185014,"WA",6,2018,"Multiple",1,"No","No","Yes","110","Harvey (S)","No","No","Day"
20183196,"Qld",6,2018,"Single",1,"No","No","No","80","Somerset (R)","No","No","Day"
20181297,"NSW",6,2018,"Single",1,"No","No","No","100","Bega Valley","No","No","Day"
20183199,"Qld",6,2018,"Single",1,"No","No","No","50","Weipa (T)","No","No","Night"
20181043,"NSW",6,2018,"Single",1,"No","No","No","80","Hawkesbury","No","No","Night"
20183212,"Qld",6,2018,"Single",1,"No","No","No","80","Gold Coast (C)","No","No","Day"
20184071,"SA",6,2018,"Single",1,"No","No","No","100","Tatiara (DC)","No","No","Night"
20181274,"NSW",6,2018,"Single",1,"No","No","No","100","Upper Lachlan","No","No","Day"
20183109,"Qld",6,2018,"Single",2,"No","No","No","100","Gympie (R)","No","No","Night"
20183036,"Qld",6,2018,"Multiple",1,"No","No","No","70","Logan (C)","No","No","Day"
20185018,"WA",6,2018,"Single",1,"No","No","No","110","Greater Geraldton (C)","No","No","Night"
20184036,"SA",6,2018,"Single",1,"No","No","No","110","Unincorporated SA","No","No","Day"
20183051,"Qld",6,2018,"Multiple",1,"No","No","No","110","Gold Coast (C)","No","No","Night"
20181119,"NSW",6,2018,"Single",1,"No","No","No","60","Willoughby","No","No","Day"
20183113,"Qld",6,2018,"Single",1,"No","No","No","100","Rockhampton (R)","No","No","Night"
20181287,"NSW",6,2018,"Multiple",1,"No","No","No","100","Queanbeyan-Palerang Regional","No","No","Day"
20183158,"Qld",6,2018,"Single",1,"No","No","No","70","Gold Coast (C)","No","No","Night"
20185131,"WA",6,2018,"Single",1,"No","No","No","60","Stirling (C)","No","No","Day"
20184020,"SA",6,2018,"Single",1,"No","No","No","80","Playford (C)","No","No","Night"
20181280,"NSW",6,2018,"Single",1,"No","No","No","60","Sydney","No","No","Day"
20182105,"Vic",6,2018,"Multiple",1,"No","No","No","50","Monash (C)","No","No","Night"
20181300,"NSW",6,2018,"Single",1,"No","No","No","50","Central Coast","No","No","Night"
20182086,"Vic",6,2018,"Multiple",1,"No","No","No",NA,"Stonnington (C)","No","No","Night"
20181283,"NSW",6,2018,"Single",1,"No","No","No","70","Newcastle","No","No","Night"
20182117,"Vic",6,2018,"Multiple",1,"No","Yes","No","100","Mornington Peninsula (S)","No","No","Day"
20181268,"NSW",6,2018,"Multiple",1,"No","No","No","90","Mid-Coast","No","No","Day"
20185118,"WA",6,2018,"Single",1,"No","No","No","100","Harvey (S)","No","No","Day"
20181161,"NSW",6,2018,"Multiple",1,"No","No","Yes","100","Port Macquarie-Hastings","No","No","Day"
20182153,"Vic",6,2018,"Single",1,"No","No","No","60","Moreland (C)","No","No","Day"
20181289,"NSW",6,2018,"Single",1,"No","No","No","110","Wagga Wagga","No","No","Day"
20183021,"Qld",6,2018,"Single",1,"No","No","No","50","Moreton Bay (R)","No","No","Day"
20182074,"Vic",6,2018,"Multiple",1,"Yes","No","No","100","Hepburn (S)","No","No","Day"
20182005,"Vic",6,2018,"Single",1,"No","No","No","70","Maribyrnong (C)","No","No","Night"
20181204,"NSW",6,2018,"Multiple",1,"No","No","No","80","Sutherland","No","No","Day"
