"Crash.ID","State","Month","Year","Crash.Type","Number.Fatalities","Bus.Involvement","Heavy.Rigid.Truck.Involvement","Articulated.Truck.Involvement","Speed.Limit","National.LGA.Name.2017","Christmas.Period","Easter.Period","Time.of.day"
20162077,"Vic",2,2016,"Single",1,"No","No","No","100","Mildura (RC)","No","No","Night"
20163219,"Qld",2,2016,"Single",1,"No","No","No","100",NA,"No","No","Day"
20161305,"NSW",2,2016,"Single",1,"No","No","No","50","Cowra","No","No","Day"
20162100,"Vic",2,2016,"Multiple",1,"No","No","No","60","Frankston (C)","No","No","Day"
20163063,"Qld",2,2016,"Single",1,"No","Yes","No","70",NA,"No","No","Night"
20161077,"NSW",2,2016,"Multiple",1,"Yes","No","No","50","Georges River","No","No","Day"
20163232,"Qld",2,2016,"Single",1,"No","No","No","100",NA,"No","No","Night"
20161084,"NSW",2,2016,"Multiple",1,"No","No","No","80","Tweed","No","No","Day"
20162008,"Vic",2,2016,"Single",1,"No","No","No",NA,"Latrobe (C) (Vic.)","No","No","Night"
20162024,"Vic",2,2016,"Single",1,"No","No","No","60","Yarra (C)","No","No","Night"
20163108,"Qld",2,2016,"Multiple",1,"No","No","Yes","100",NA,"No","No","Night"
20161213,"NSW",2,2016,"Multiple",1,"No","Yes","No","70","Penrith","No","No","Day"
20162262,"Vic",2,2016,"Single",1,"No","No","No","60","Greater Dandenong (C)","No","No","Night"
20162237,"Vic",2,2016,"Single",1,"No","Yes","No","50","Frankston (C)","No","No","Day"
20165057,"WA",2,2016,"Single",1,"No","No","No","110","Corrigin (S)","No","No","Night"
20161257,"NSW",2,2016,"Single",1,"No","No","No","60","Fairfield","No","No","Day"
20161324,"NSW",2,2016,"Single",1,"No","No","No","80","Central Coast","No","No","Night"
20163054,"Qld",2,2016,"Multiple",1,"No","No","Yes","60",NA,"No","No","Day"
20161285,"NSW",2,2016,"Single",3,"No","No","No","50","Blacktown","No","No","Night"
20162263,"Vic",2,2016,"Single",1,"No","No","No","100","Strathbogie (S)","No","No","Day"
20161236,"NSW",2,2016,"Single",1,"No","No","No","100","Coolamon","No","No","Night"
20162149,"Vic",2,2016,"Multiple",1,"No","No","No","50","Knox (C)","No","No","Day"
20165104,"WA",2,2016,"Single",1,"No","No","No","70",NA,"No","No","Night"
20162121,"Vic",2,2016,"Multiple",1,"No","No","No","100","Swan Hill (RC)","No","No","Day"
20163197,"Qld",2,2016,"Single",1,"No","No","No","50",NA,"No","No","Night"
20162002,"Vic",2,2016,"Single",1,"No","No","No","60","Darebin (C)","No","No","Night"
20165004,"WA",2,2016,"Single",1,"No","No","No","110","Collie (S)","No","No","Night"
20162022,"Vic",2,2016,"Single",1,"No","No","No","50","Brimbank (C)","No","No","Day"
20165169,"WA",2,2016,"Single",2,"No","No","No","110","Lake Grace (S)","No","No","Night"
20162232,"Vic",2,2016,"Multiple",1,"No","No","No","100","Baw Baw (S)","No","No","Day"
20162028,"Vic",2,2016,"Multiple",1,"No","No","No","80","Nillumbik (S)","No","No","Night"
20161045,"NSW",2,2016,"Multiple",1,"No","No","No","100","Bellingen","No","No","Day"
20162239,"Vic",2,2016,"Single",1,"No","No","No","60","Wyndham (C)","No","No","Night"
20162157,"Vic",2,2016,"Single",1,"No","No","No","100","Greater Shepparton (C)","No","No","Day"
20165124,"WA",2,2016,"Single",1,"No","No","No","110",NA,"No","No","Night"
20163180,"Qld",2,2016,"Multiple",1,"No","No","No","100",NA,"No","No","Day"
20162227,"Vic",2,2016,"Single",1,"No","No","No","100","Moira (S)","No","No","Night"
20163176,"Qld",2,2016,"Multiple",1,"No","No","Yes","100",NA,"No","No","Day"
20162176,"Vic",2,2016,"Multiple",1,"No","No","No","100","Cardinia (S)","No","No","Night"
20164029,"SA",2,2016,"Multiple",1,"No","No","No","50","Marion (C)","No","No","Day"
20162275,"Vic",2,2016,"Single",1,"No","No","No","100","South Gippsland (S)","No","No","Night"
20162109,"Vic",2,2016,"Single",1,"No","No","No","100","Mansfield (S)","No","No","Day"
20162251,"Vic",2,2016,"Single",1,"No","No","No","80","Brimbank (C)","No","No","Night"
20163001,"Qld",2,2016,"Multiple",1,"No","Yes","No","100",NA,"No","No","Day"
20163081,"Qld",2,2016,"Single",1,"No","No","No","100",NA,"No","No","Night"
20162113,"Vic",2,2016,"Single",1,"No","No","No","100","Mornington Peninsula (S)","No","No","Night"
20165147,"WA",2,2016,"Multiple",1,"No","No","No","60","Stirling (C)","No","No","Night"
20161281,"NSW",2,2016,"Single",1,"No","No","No","110","Greater Hume","No","No","Day"
20165132,"WA",2,2016,"Single",1,"No","No","No","50",NA,"No","No","Day"
20161233,"NSW",1,2016,"Multiple",1,"No","No","No","80","Sutherland","No","No","Night"
20163193,"Qld",1,2016,"Single",1,"No","No","No","100",NA,"No","No","Day"
20163097,"Qld",1,2016,"Single",1,"No","No","No","100",NA,"No","No","Day"
20161229,"NSW",1,2016,"Multiple",2,"No","No","No","100","Wagga Wagga","No","No","Day"
20162187,"Vic",1,2016,"Single",1,"No","No","No","80","Whitehorse (C)","Yes","No","Night"
20163018,"Qld",1,2016,"Single",1,"No","No","No","100",NA,"No","No","Day"
20163194,"Qld",1,2016,"Multiple",1,"No","No","No","100",NA,"No","No","Day"
20162074,"Vic",1,2016,"Single",1,"No","No","No","100","Ararat (RC)","No","No","Day"
20161074,"NSW",1,2016,"Multiple",1,"No","No","No","60","Wollongong","No","No","Day"
20165096,"WA",1,2016,"Multiple",2,"No","No","No","110","Capel (S)","No","No","Day"
20161072,"NSW",1,2016,"Multiple",1,"No","No","Yes","80","Wollondilly","No","No","Night"
20161267,"NSW",1,2016,"Single",1,"No","No","No","70","Liverpool","No","No","Day"
20163124,"Qld",1,2016,"Single",1,"No","No","No","100",NA,"No","No","Night"
20162244,"Vic",1,2016,"Single",1,"No","No","No","100","Murrindindi (S)","No","No","Day"
20162268,"Vic",1,2016,"Single",1,"No","No","No","100","Ararat (RC)","No","No","Night"
20163143,"Qld",1,2016,"Single",1,"No","No","No","60",NA,"Yes","No","Day"
20164070,"SA",1,2016,"Single",1,"No","No","No","100","Copper Coast (DC)","No","No","Night"
20161018,"NSW",1,2016,"Single",1,"No","No","No","110","Dubbo Regional","No","No","Day"
20163070,"Qld",1,2016,"Multiple",1,"No","No","No","100",NA,"No","No","Day"
20162216,"Vic",1,2016,"Multiple",1,"No","No","Yes","100","South Gippsland (S)","No","No","Day"
20163158,"Qld",1,2016,"Single",1,"No","No","No","60",NA,"No","No","Night"
20165072,"WA",1,2016,"Single",1,"No","No","No","110",NA,"No","No","Night"
20161058,"NSW",1,2016,"Multiple",1,"No","No","No","100","Kyogle","No","No","Day"
20161159,"NSW",1,2016,"Multiple",1,"No","No","No","100","Cabonne","No","No","Day"
20162069,"Vic",1,2016,"Single",1,"No","No","No","50","Mitchell (S)","No","No","Night"
20162226,"Vic",1,2016,"Multiple",1,"No","No","No","90","Cardinia (S)","No","No","Day"
20162194,"Vic",1,2016,"Multiple",1,"No","No","No","100","Cardinia (S)","No","No","Day"
20163009,"Qld",1,2016,"Single",1,"No","No","No","60",NA,"No","No","Day"
20165092,"WA",1,2016,"Single",1,"No","No","No","90","Denmark (S)","No","No","Day"
20165154,"WA",1,2016,"Single",1,"No","No","No","110","Toodyay (S)","No","No","Day"
20165076,"WA",1,2016,"Single",1,"No","No","No","110","Port Hedland (T)","No","No","Day"
20163055,"Qld",1,2016,"Single",1,"No","No","No","60",NA,"No","No","Day"
20161163,"NSW",1,2016,"Single",1,"No","No","No","60","Central Coast","No","No","Night"
20163156,"Qld",1,2016,"Multiple",1,"No","No","No","100",NA,"No","No","Day"
20162234,"Vic",1,2016,"Single",1,"No","No","No","50","Casey (C)","No","No","Day"
20165114,"WA",1,2016,"Single",1,"No","No","No","110","Quairading (S)","No","No","Day"
20161050,"NSW",1,2016,"Multiple",1,"No","No","No","60","Strathfield","No","No","Night"
20167017,"NT",1,2016,"Single",1,"No","No","No","130","Roper Gulf (R)","No","No","Day"
20162180,"Vic",1,2016,"Single",1,"No","No","No","100","East Gippsland (S)","No","No","Day"
20161177,"NSW",1,2016,"Multiple",1,"No","No","No","100","Snowy Monaro Regional","No","No","Day"
20164073,"SA",1,2016,"Multiple",3,"No","No","No","80","Onkaparinga (C)","No","No","Day"
20162272,"Vic",1,2016,"Multiple",1,"No","No","No","60","Brimbank (C)","No","No","Day"
20163069,"Qld",1,2016,"Multiple",1,"No","No","Yes","80",NA,"No","No","Day"
20161283,"NSW",1,2016,"Multiple",1,"No","No","No","50","Newcastle","No","No","Day"
20161212,"NSW",1,2016,"Single",1,"No","No","No","50","Northern Beaches","No","No","Night"
20161312,"NSW",1,2016,"Multiple",1,"No","No","No","60","Canterbury-Bankstown","No","No","Day"
20161160,"NSW",1,2016,"Single",1,"No","No","No","100","Eurobodalla","No","No","Night"
20163031,"Qld",1,2016,"Single",1,"No","No","No","100",NA,"No","No","Day"
20163101,"Qld",1,2016,"Single",1,"No","No","No","100",NA,"No","No","Night"
20165082,"WA",1,2016,"Multiple",2,"No","No","No","110","Plantagenet (S)","No","No","Day"
20167036,"NT",1,2016,"Multiple",1,"No","No","No","110","Litchfield (M)","No","No","Night"
20165079,"WA",1,2016,"Single",1,"No","No","No","110","Wandering (S)","No","No","Day"
20163167,"Qld",1,2016,"Single",1,"No","No","No","50",NA,"No","No","Night"
20161222,"NSW",1,2016,"Single",1,"No","No","No","50","Lismore","No","No","Day"
20162033,"Vic",1,2016,"Multiple",1,"No","No","No","60","Kingston (C) (Vic.)","No","No","Night"
20163214,"Qld",1,2016,"Single",1,"No","Yes","No","80",NA,"No","No","Day"
20164044,"SA",1,2016,"Single",1,"No","No","No","110","Kangaroo Island (DC)","Yes","No","Night"
20162161,"Vic",1,2016,"Single",1,"No","No","No","70","Manningham (C)","No","No","Night"
20166020,"Tas",1,2016,"Multiple",2,"No","No","No","80","Launceston (C)","Yes","No","Night"
20162126,"Vic",1,2016,"Multiple",1,"No","Yes","No","60","Glen Eira (C)","No","No","Day"
20161106,"NSW",1,2016,"Single",1,"No","No","No","100","Parkes","Yes","No","Night"
20161125,"NSW",1,2016,"Multiple",1,"No","No","No","60","Central Coast","No","No","Night"
20163045,"Qld",1,2016,"Single",1,"No","No","No","80",NA,"No","No","Night"
20163010,"Qld",1,2016,"Single",1,"No","No","No","100",NA,"No","No","Day"
20163234,"Qld",1,2016,"Single",1,"No","No","No","110",NA,"No","No","Night"
20161111,"NSW",1,2016,"Single",1,"No","No","No","60","Georges River","No","No","Night"
20163112,"Qld",1,2016,"Single",1,"No","No","No","60",NA,"No","No","Night"
20165118,"WA",1,2016,"Multiple",1,"No","Yes","No","110","Karratha (C)","No","No","Day"
20161208,"NSW",1,2016,"Single",1,"No","No","No","100","Narromine","No","No","Night"
20166027,"Tas",1,2016,"Multiple",1,"No","No","No","50","Glenorchy (C)","No","No","Day"
20162270,"Vic",1,2016,"Single",1,"No","No","No","100","Indigo (S)","No","No","Night"
20166011,"Tas",1,2016,"Multiple",1,"No","Yes","No","100","Latrobe (M) (Tas.)","No","No","Day"
20162206,"Vic",1,2016,"Multiple",1,"No","No","No","70","Wyndham (C)","No","No","Night"
20163130,"Qld",1,2016,"Single",1,"No","No","No","100",NA,"No","No","Day"
20165014,"WA",1,2016,"Single",1,"No","No","No","80","Swan (C)","No","No","Night"
20162106,"Vic",1,2016,"Multiple",2,"No","No","No","100","Corangamite (S)","No","No","Day"
20165127,"WA",1,2016,"Single",1,"No","No","No","80","Wanneroo (C)","No","No","Night"
20161046,"NSW",1,2016,"Multiple",1,"No","No","No","80","Clarence Valley","No","No","Day"
20163103,"Qld",1,2016,"Single",1,"No","No","No","100",NA,"No","No","Night"
20163201,"Qld",1,2016,"Multiple",2,"No","No","No","110",NA,"No","No","Day"
20162139,"Vic",1,2016,"Multiple",1,"No","No","No","100","Indigo (S)","No","No","Night"
20161190,"NSW",1,2016,"Multiple",1,"No","No","No","50","Campbelltown","No","No","Day"
20162075,"Vic",1,2016,"Multiple",2,"No","No","No","100","Brimbank (C)","No","No","Night"
20166032,"Tas",1,2016,"Single",1,"No","No","No","110","Southern Midlands (M)","No","No","Day"
20166013,"Tas",1,2016,"Multiple",1,"No","No","No","50","Hobart (C)","No","No","Night"
20167032,"NT",1,2016,"Single",1,"No","No","No","110","MacDonnell (R)","No","No","Day"
20165030,"WA",1,2016,"Single",1,"No","No","No","110","Cue (S)","No","No","Night"
20165065,"WA",1,2016,"Single",1,"No","No","No","110","Wyndham-East Kimberley (S)","No","No","Night"
20164010,"SA",1,2016,"Multiple",1,"No","No","No","100","Yorke Peninsula (DC)","No","No","Night"
20165108,"WA",1,2016,"Multiple",1,"No","No","No","70",NA,"No","No","Day"
20165159,"WA",1,2016,"Multiple",1,"No","No","Yes","110","Broomehill-Tambellup (S)","Yes","No","Day"
20161037,"NSW",1,2016,"Single",1,"No","No","No","40","Burwood","No","No","Night"
20166028,"Tas",1,2016,"Multiple",1,"No","No","No","100","Launceston (C)","Yes","No","Day"
20165074,"WA",1,2016,"Single",1,"No","No","No","110",NA,"No","No","Day"
20165060,"WA",1,2016,"Single",1,"No","No","No","100","Serpentine-Jarrahdale (S)","No","No","Night"
20164043,"SA",1,2016,"Multiple",1,"No","No","No","110","Loxton Waikerie (DC)","No","No","Day"
20163012,"Qld",1,2016,"Multiple",1,"No","No","No","60",NA,"No","No","Night"
20161132,"NSW",1,2016,"Single",1,"No","No","No","100","Yass Valley","No","No","Day"
20155021,"WA",12,2015,"Single",1,"No","No","No","100","Broome (S)","No","No","Day"
20155081,"WA",12,2015,"Single",1,"No","No","Yes","80","Derby-West Kimberley (S)","No","No","Night"
20151292,"NSW",12,2015,"Single",1,"No","No","No","60","Liverpool Plains","No","No","Night"
20155116,"WA",12,2015,"Multiple",1,"Yes","No","No","60","Kalgoorlie/Boulder (C)","No","No","Day"
20152220,"Vic",12,2015,"Multiple",2,"No","No","No","100","Greater Bendigo (C)","No","No","Day"
20151094,"NSW",12,2015,"Single",1,"No","No","No","50","Hawkesbury","Yes","No","Day"
20152023,"Vic",12,2015,"Single",1,"No","No","No","100","Golden Plains (S)","Yes","No","Night"
20157017,"NT",12,2015,"Multiple",1,"No","No","No","110","East Arnhem (R)","No","No","Day"
20151054,"NSW",12,2015,"Single",1,"No","No","No","50","Randwick","Yes","No","Night"
20153194,"Qld",12,2015,"Multiple",1,"Yes","No","No","60",NA,"No","No","Day"
20152088,"Vic",12,2015,"Single",1,"No","No","No","100","South Gippsland (S)","Yes","No","Night"
20157016,"NT",12,2015,"Single",1,"No","No","No","130","Roper Gulf (R)","No","No","Night"
20151154,"NSW",12,2015,"Single",1,"No","No","No","100","Port Macquarie-Hastings","No","No","Day"
20156025,"Tas",12,2015,"Multiple",1,"No","No","No","100","Waratah/Wynyard (M)","Yes","No","Night"
20153155,"Qld",12,2015,"Multiple",1,"No","No","No","60",NA,"Yes","No","Night"
20157011,"NT",12,2015,"Single",1,"No","No","No","80","Darwin (C)","Yes","No","Night"
20152185,"Vic",12,2015,"Multiple",2,"No","No","No","80","Mildura (RC)","No","No","Day"
20151041,"NSW",12,2015,"Multiple",1,"No","No","No","100","Richmond Valley","No","No","Day"
20157024,"NT",12,2015,"Single",1,"No","No","No","80","Litchfield (M)","No","No","Night"
20153110,"Qld",12,2015,"Single",1,"No","No","No","60",NA,"No","No","Day"
20155035,"WA",12,2015,"Single",1,"No","No","No","110","Ashburton (S)","No","No","Day"
20153188,"Qld",12,2015,"Multiple",1,"No","No","No","100",NA,"No","No","Day"
20151282,"NSW",12,2015,"Single",1,"No","No","No","60","Sutherland","No","No","Day"
20151192,"NSW",12,2015,"Single",1,"No","No","No","70","Kiama","No","No","Night"
20151120,"NSW",12,2015,"Multiple",1,"No","No","Yes","90","Dubbo Regional","No","No","Night"
20152163,"Vic",12,2015,"Single",1,"No","No","No","80","Latrobe (C) (Vic.)","No","No","Day"
20153169,"Qld",12,2015,"Multiple",1,"No","Yes","No",NA,NA,"No","No","Day"
20155080,"WA",12,2015,"Multiple",1,"No","No","Yes","110","Port Hedland (T)","No","No","Day"
20158009,"ACT",12,2015,"Single",1,"No","No","No","80","Unincorporated ACT","Yes","No","Day"
20154013,"SA",12,2015,"Multiple",1,"No","No","Yes","110","The Coorong (DC)","No","No","Day"
20158007,"ACT",12,2015,"Multiple",1,"No","No","No","60","Unincorporated ACT","Yes","No","Day"
20153128,"Qld",12,2015,"Single",1,"No","No","No","60",NA,"No","No","Day"
20155003,"WA",12,2015,"Single",1,"No","No","No","110","Esperance (S)","Yes","No","Day"
20154091,"SA",12,2015,"Multiple",1,"No","No","Yes","60","The Coorong (DC)","No","No","Day"
20151028,"NSW",12,2015,"Multiple",1,"No","No","No","110","Bland","Yes","No","Day"
20151104,"NSW",12,2015,"Multiple",1,"No","No","No","50","Randwick","No","No","Day"
20154073,"SA",12,2015,"Multiple",1,"No","No","Yes","110","Loxton Waikerie (DC)","Yes","No","Day"
20151162,"NSW",12,2015,"Single",1,"No","No","No","60","Wentworth","No","No","Day"
20151017,"NSW",12,2015,"Multiple",1,"No","No","No","100","Singleton","Yes","No","Day"
20156008,"Tas",12,2015,"Multiple",1,"No","No","No","100","Clarence (C)","No","No","Day"
20153121,"Qld",12,2015,"Multiple",1,"Yes","No","No","100",NA,"Yes","No","Day"
20151145,"NSW",12,2015,"Multiple",1,"No","No","No","100","Bega Valley","Yes","No","Night"
20153099,"Qld",12,2015,"Multiple",1,"No","No","No","100",NA,"Yes","No","Day"
20152022,"Vic",12,2015,"Multiple",1,"No","No","No","40","Port Phillip (C)","Yes","No","Day"
20152090,"Vic",12,2015,"Multiple",1,"No","No","No","80","Frankston (C)","No","No","Day"
20152146,"Vic",12,2015,"Multiple",1,"No","No","No","60","Port Phillip (C)","No","No","Day"
20155034,"WA",12,2015,"Single",1,"No","No","No","70","Joondalup (C)","No","No","Night"
20151103,"NSW",12,2015,"Multiple",1,"No","No","Yes","100","Shoalhaven","No","No","Day"
20151141,"NSW",12,2015,"Single",2,"No","No","No","110","Narrabri","Yes","No","Night"
20153148,"Qld",12,2015,"Single",1,"No","No","No","80",NA,"No","No","Day"
20152139,"Vic",12,2015,"Multiple",1,"No","Yes","No","50","Greater Shepparton (C)","No","No","Night"
20155011,"WA",12,2015,"Multiple",1,"No","No","No","50","Cockburn (C)","No","No","Day"
20152011,"Vic",12,2015,"Multiple",1,"No","Yes","No","100","Mildura (RC)","No","No","Night"
20151033,"NSW",12,2015,"Single",1,"No","No","Yes","60","Newcastle","No","No","Night"
20155009,"WA",12,2015,"Multiple",1,"No","No","No","80","Swan (C)","No","No","Night"
20151021,"NSW",12,2015,"Single",1,"No","No","No","100","Armidale Regional","No","No","Day"
20152191,"Vic",12,2015,"Multiple",1,"No","No","No","100","Swan Hill (RC)","No","No","Night"
20151002,"NSW",12,2015,"Multiple",1,"No","No","No","110","Lake Macquarie","Yes","No","Night"
20154085,"SA",12,2015,"Single",1,"No","No","No","110","Loxton Waikerie (DC)","No","No","Night"
20155102,"WA",12,2015,"Multiple",1,"No","No","No","80","Cockburn (C)","No","No","Day"
20157019,"NT",12,2015,"Multiple",3,"Yes","No","No","100","Unincorporated NT","No","No","Night"
20152148,"Vic",12,2015,"Multiple",1,"No","No","Yes","100","Macedon Ranges (S)","No","No","Day"
20151216,"NSW",12,2015,"Single",1,"No","No","No","80","Hornsby","No","No","Night"
20152105,"Vic",12,2015,"Single",2,"No","No","No","100","Hobsons Bay (C)","Yes","No","Night"
20151008,"NSW",12,2015,"Single",1,"No","No","No","110","Forbes","No","No","Night"
20151254,"NSW",12,2015,"Single",1,"No","No","No","90","Shoalhaven","No","No","Day"
20155044,"WA",12,2015,"Single",3,"No","No","No","70","Cockburn (C)","No","No","Night"
20152096,"Vic",12,2015,"Single",1,"No","No","No","60","Surf Coast (S)","No","No","Night"
20153108,"Qld",12,2015,"Multiple",1,"No","No","No","100",NA,"No","No","Night"
20154012,"SA",12,2015,"Single",1,"No","No","No","60","Ceduna (DC)","No","No","Night"
20151205,"NSW",12,2015,"Multiple",1,"No","No","No","60","Blacktown","No","No","Night"
20151199,"NSW",12,2015,"Single",1,"No","No","No","100","Mid-Western Regional","No","No","Day"
20155103,"WA",12,2015,"Single",1,"No","No","No","110","Bridgetown-Greenbushes (S)","No","No","Night"
20158013,"ACT",12,2015,"Multiple",2,"No","No","No","60","Unincorporated ACT","No","No","Day"
20155018,"WA",12,2015,"Single",1,"No","No","No","110","Gnowangerup (S)","No","No","Night"
20151039,"NSW",12,2015,"Single",1,"No","No","No","60","Ku-ring-gai","Yes","No","Day"
20155045,"WA",12,2015,"Single",1,"No","No","No","110",NA,"No","No","Night"
20155139,"WA",12,2015,"Single",1,"No","No","No","110","Kojonup (S)","No","No","Day"
20151241,"NSW",12,2015,"Multiple",1,"No","No","No","70","Newcastle","No","No","Night"
20153141,"Qld",12,2015,"Single",1,"No","No","No","60",NA,"Yes","No","Night"
20151316,"NSW",12,2015,"Multiple",1,"No","No","No","100","Yass Valley","Yes","No","Day"
20152225,"Vic",12,2015,"Single",1,"Yes","No","No","110","Strathbogie (S)","Yes","No","Day"
20151051,"NSW",12,2015,"Single",1,"No","No","No","80","Maitland","Yes","No","Day"
20152104,"Vic",12,2015,"Single",1,"No","No","No","80","Yarra Ranges (S)","Yes","No","Day"
20153138,"Qld",12,2015,"Single",1,"No","No","No","60",NA,"Yes","No","Day"
20153042,"Qld",12,2015,"Multiple",1,"No","No","No","100",NA,"Yes","No","Day"
20153100,"Qld",11,2015,"Single",1,"No","No","No","80",NA,"No","No","Day"
20154096,"SA",11,2015,"Single",1,"No","No","No","110","Wakefield (DC)","No","No","Night"
20152044,"Vic",11,2015,"Multiple",1,"No","No","No","60","Kingston (C) (Vic.)","No","No","Day"
20155071,"WA",11,2015,"Multiple",1,"No","No","Yes","80","Port Hedland (T)","No","No","Day"
20151224,"NSW",11,2015,"Single",1,"No","No","No","100","Snowy Monaro Regional","No","No","Day"
20151066,"NSW",11,2015,"Single",1,"No","Yes","No","60","Canterbury-Bankstown","No","No","Night"
20151179,"NSW",11,2015,"Multiple",1,"No","No","No","100","Armidale Regional","No","No","Day"
20151185,"NSW",11,2015,"Multiple",2,"No","Yes","Yes","100","Mid-Coast","No","No","Night"
20154040,"SA",11,2015,"Single",1,"No","No","No","60","Charles Sturt (C)","No","No","Day"
20152202,"Vic",11,2015,"Multiple",1,"No","No","Yes","100","Horsham (RC)","No","No","Day"
20151010,"NSW",11,2015,"Multiple",2,"No","No","No","100","Uralla","No","No","Day"
20152052,"Vic",11,2015,"Single",1,"No","No","No","100","Mount Alexander (S)","No","No","Night"
20155121,"WA",11,2015,"Single",1,"No","No","No","110","Northampton (S)","No","No","Day"
20152112,"Vic",11,2015,"Multiple",1,"Yes","No","No","90","Greater Geelong (C)","No","No","Day"
20151013,"NSW",11,2015,"Single",1,"No","No","No","100","Bathurst Regional","No","No","Day"
20151142,"NSW",11,2015,"Single",1,"No","No","No","80","Wentworth","No","No","Night"
20151275,"NSW",11,2015,"Multiple",2,"No","No","No","80","Nambucca","No","No","Day"
20152194,"Vic",11,2015,"Multiple",1,"No","No","No","100","Wangaratta (RC)","No","No","Day"
20152095,"Vic",11,2015,"Multiple",1,"No","No","No","100","Greater Shepparton (C)","No","No","Day"
20154007,"SA",11,2015,"Single",1,"No","No","No","110","Goyder (DC)","No","No","Day"
20151311,"NSW",11,2015,"Multiple",1,"No","No","No","60","Randwick","No","No","Night"
20155112,"WA",11,2015,"Single",1,"No","No","Yes","110","Greater Geraldton (C)","No","No","Day"
20153078,"Qld",11,2015,"Multiple",1,"No","No","No","110",NA,"No","No","Day"
20158008,"ACT",11,2015,"Multiple",1,"No","No","No","100","Unincorporated ACT","No","No","Day"
20152210,"Vic",11,2015,"Single",1,"No","No","No","110","Mount Alexander (S)","No","No","Day"
20154081,"SA",11,2015,"Single",1,"No","No","No","50","Victor Harbor (C)","No","No","Day"
20153009,"Qld",11,2015,"Single",1,"No","No","No","70",NA,"No","No","Day"
20151011,"NSW",11,2015,"Single",1,"No","No","No","100","Shoalhaven","No","No","Day"
20153140,"Qld",11,2015,"Single",1,"No","No","No","100",NA,"No","No","Day"
20152168,"Vic",11,2015,"Single",1,"No","No","No","100","Murrindindi (S)","No","No","Day"
20156021,"Tas",11,2015,"Multiple",1,"No","Yes","No","100","Meander Valley (M)","No","No","Day"
20155006,"WA",11,2015,"Single",1,"No","No","No","110","Coolgardie (S)","No","No","Day"
20153213,"Qld",11,2015,"Single",1,"No","No","No","40",NA,"No","No","Day"
20153073,"Qld",11,2015,"Single",1,"No","No","No","100",NA,"No","No","Day"
20151004,"NSW",11,2015,"Single",1,"No","No","No","50","Lake Macquarie","No","No","Night"
20153105,"Qld",11,2015,"Single",1,"No","No","No","100",NA,"No","No","Day"
20153129,"Qld",11,2015,"Single",1,"No","No","No","60",NA,"No","No","Day"
20151136,"NSW",11,2015,"Multiple",1,"No","No","No","80","Orange","No","No","Day"
20153045,"Qld",11,2015,"Single",1,"No","No","No","100",NA,"No","No","Day"
20154084,"SA",11,2015,"Single",1,"No","No","No","110","Robe (DC)","No","No","Day"
20151048,"NSW",11,2015,"Multiple",1,"No","No","Yes","100","Richmond Valley","No","No","Day"
20153069,"Qld",11,2015,"Single",1,"No","No","No","60",NA,"No","No","Night"
20151252,"NSW",11,2015,"Single",1,"No","No","No","100","Queanbeyan-Palerang Regional","No","No","Day"
20155140,"WA",11,2015,"Single",1,"No","No","No","110","Ashburton (S)","No","No","Night"
20155024,"WA",11,2015,"Single",1,"No","No","No","60","Melville (C)","No","No","Day"
20152091,"Vic",11,2015,"Single",1,"No","No","No","60","Moorabool (S)","No","No","Night"
20151261,"NSW",11,2015,"Multiple",1,"No","No","No","80","Lismore","No","No","Day"
20152101,"Vic",11,2015,"Multiple",1,"No","No","No","100","Cardinia (S)","No","No","Night"
20151123,"NSW",11,2015,"Single",1,"No","No","No","60","Dubbo Regional","No","No","Day"
20152172,"Vic",11,2015,"Multiple",1,"No","Yes","No","80","Hume (C)","No","No","Night"
20151197,"NSW",11,2015,"Multiple",1,"No","Yes","No","60","Cumberland","No","No","Day"
20152136,"Vic",11,2015,"Single",1,"No","No","No","100","Strathbogie (S)","No","No","Night"
20151044,"NSW",11,2015,"Single",1,"No","No","No","60","Canterbury-Bankstown","No","No","Day"
20151272,"NSW",11,2015,"Single",1,"No","No","No","50","Central Coast","No","No","Night"
20157005,"NT",11,2015,"Single",1,"No","No","No","100","East Arnhem (R)","No","No","Day"
20155004,"WA",11,2015,"Single",2,"No","No","No","90","Serpentine-Jarrahdale (S)","No","No","Night"
20155063,"WA",11,2015,"Single",1,"No","No","No","50","Perth (C)","No","No","Day"
20155058,"WA",11,2015,"Single",1,"No","No","No","60","Bayswater (C)","No","No","Night"
20154054,"SA",11,2015,"Single",1,"No","No","No","100","Barossa (DC)","No","No","Day"
20151220,"NSW",11,2015,"Single",1,"No","No","No","60","Cessnock","No","No","Night"
20152012,"Vic",11,2015,"Multiple",1,"No","No","No","60","Stonnington (C)","No","No","Day"
20153133,"Qld",11,2015,"Single",1,"No","No","No","100",NA,"No","No","Night"
20153018,"Qld",11,2015,"Single",1,"No","No","Yes","60",NA,"No","No","Day"
20153088,"Qld",11,2015,"Single",1,"No","No","No","50",NA,"No","No","Night"
20151191,"NSW",11,2015,"Single",1,"No","No","No","100","Snowy Valleys","No","No","Day"
20151223,"NSW",11,2015,"Multiple",1,"No","No","Yes","60","Penrith","No","No","Night"
20155026,"WA",11,2015,"Multiple",1,"No","No","No","110","Victoria Plains (S)","No","No","Day"
20154020,"SA",11,2015,"Single",1,"No","No","No","50","Playford (C)","No","No","Night"
