"Crash.ID","State","Month","Year","Crash.Type","Bus.Involvement","Heavy.Rigid.Truck.Involvement","Articulated.Truck.Involvement","Speed.Limit","Road.User","Gender","Age","National.LGA.Name.2017","Christmas.Period","Easter.Period","Age.Group","Time.of.day"
20201278,"NSW",4,2020,"Multiple","No","No","No","80","Motorcycle rider","Male",61,"Lismore","No","No","40_to_64","Day"
20207008,"NT",4,2020,"Single","No","No","No","100","Driver","Female",33,"Litchfield (M)","No","No","26_to_39","Night"
20203102,"Qld",4,2020,"Multiple","No","No","No","100","Driver","Male",23,"Southern Downs (R)","No","No","17_to_25","Day"
20204065,"SA",4,2020,"Single","No","No","No","80","Driver","Male",25,"Salisbury (C)","No","No","17_to_25","Night"
20203126,"Qld",4,2020,"Single","No","No","No","70","Driver","Male",43,"Logan (C)","No","No","40_to_64","Day"
20203222,"Qld",4,2020,"Multiple","No","No","No","60","Pedal cyclist","Male",56,"Gold Coast (C)","No","No","40_to_64","Night"
20205088,"WA",4,2020,"Single","No","No","No","110","Driver","Female",27,NA,"No","No","26_to_39","Day"
20205043,"WA",4,2020,"Multiple","No","No","No","80","Driver","Female",88,NA,"No","No","75_or_older","Day"
20201062,"NSW",4,2020,"Single","No","No","No","80","Driver","Male",19,"Blacktown","No","No","17_to_25","Day"
20203009,"Qld",4,2020,"Multiple","No","No","Yes","100","Driver","Female",49,"Whitsunday (R)","No","No","40_to_64","Night"
20202077,"Vic",4,2020,"Multiple","No","No","No","80","Driver","Male",27,"Nillumbik (S)","No","No","26_to_39","Day"
20205127,"WA",4,2020,"Single","No","No","No","110","Driver","Male",23,NA,"No","No","17_to_25","Night"
20202186,"Vic",4,2020,"Multiple","No","No","No","100","Driver","Male",38,"Frankston (C)","No","No","26_to_39","Day"
20202021,"Vic",4,2020,"Single","No","No","No","100","Driver","Male",42,"Mitchell (S)","No","No","40_to_64","Night"
20201230,"NSW",4,2020,"Multiple","No","No","Yes","70","Driver","Male",35,"Maitland","No","Yes","26_to_39","Day"
20201085,"NSW",4,2020,"Multiple","No","No","Yes","80","Driver","Male",35,"Liverpool","No","No","26_to_39","Night"
20204025,"SA",4,2020,"Multiple","No","No","No","60","Passenger","Female",55,"Unley (C)","No","No","40_to_64","Day"
20201211,"NSW",4,2020,"Multiple","No","No","No","50","Pedestrian","Female",34,"Broken Hill","No","Yes","26_to_39","Night"
20205092,"WA",4,2020,"Single","No","No","No","110","Driver","Female",17,NA,"No","Yes","17_to_25","Day"
20202141,"Vic",4,2020,"Single","No","No","No","30","Pedestrian","Male",75,"Greater Bendigo (C)","No","No","75_or_older","Day"
20201052,"NSW",4,2020,"Multiple","No","Yes","No","80","Driver","Female",48,"Shoalhaven","No","No","40_to_64","Day"
20202093,"Vic",4,2020,"Multiple","No","No","No","60","Passenger","Female",81,"Boroondara (C)","No","No","75_or_older","Day"
20203089,"Qld",4,2020,"Single","No","No","No","100","Passenger","Male",42,"Bundaberg (R)","No","No","40_to_64","Day"
20203009,"Qld",4,2020,"Multiple","No","No","Yes","100","Passenger","Male",40,"Whitsunday (R)","No","No","40_to_64","Night"
20201161,"NSW",4,2020,"Multiple","No","No","Yes","90","Motorcycle rider","Male",55,"Parramatta","No","No","40_to_64","Day"
20202004,"Vic",4,2020,"Multiple","No","Yes","No","80","Driver","Male",57,"Wyndham (C)","No","No","40_to_64","Night"
20208005,"ACT",4,2020,"Multiple","No","No","No","80","Passenger","Male",28,"Unincorporated ACT","No","No","26_to_39","Day"
20202122,"Vic",4,2020,"Multiple","No","No","Yes","100","Pedestrian",NA,-9,"Boroondara (C)","No","No","Unknown","Day"
20201046,"NSW",4,2020,"Single","No","No","No","60","Passenger","Male",19,"Wollongong","No","No","17_to_25","Day"
20201231,"NSW",4,2020,"Single","No","No","No","100","Driver","Male",72,"Junee","No","No","65_to_74","Day"
20203160,"Qld",4,2020,"Single","No","No","No","100","Driver","Male",72,"Fraser Coast (R)","No","Yes","65_to_74","Day"
20201107,"NSW",4,2020,"Single","No","No","No","50","Pedestrian","Female",63,"Penrith","No","No","40_to_64","Day"
20204013,"SA",4,2020,"Single","No","No","No","100","Passenger","Female",65,"Barossa (DC)","No","Yes","65_to_74","Night"
20201044,"NSW",4,2020,"Multiple","No","No","No","80","Pedal cyclist","Male",47,"Coffs Harbour","No","No","40_to_64","Day"
20208005,"ACT",4,2020,"Multiple","No","No","No","80","Driver","Male",18,"Unincorporated ACT","No","No","17_to_25","Day"
20203232,"Qld",4,2020,"Multiple","No","No","No","50","Motorcycle rider","Male",48,"Moreton Bay (R)","No","No","40_to_64","Night"
20204025,"SA",4,2020,"Multiple","No","No","No","60","Driver","Female",53,"Unley (C)","No","No","40_to_64","Day"
20203239,"Qld",4,2020,"Multiple","No","No","No","80","Pedal cyclist","Male",69,"Moreton Bay (R)","No","No","65_to_74","Day"
20204016,"SA",4,2020,"Multiple","No","No","Yes","60","Driver","Male",62,"The Coorong (DC)","No","No","40_to_64","Day"
20205058,"WA",4,2020,"Multiple","No","No","No","60","Driver","Female",83,NA,"No","No","75_or_older","Day"
20201192,"NSW",4,2020,"Multiple","No","No","No","60","Driver","Female",58,"Newcastle","No","Yes","40_to_64","Day"
20201153,"NSW",4,2020,"Multiple","No","No","No","50","Pedestrian","Male",62,"Wollongong","No","No","40_to_64","Day"
20201131,"NSW",4,2020,"Multiple","No","Yes","No","60","Pedal cyclist","Male",30,"Inner West","No","No","26_to_39","Day"
20202122,"Vic",4,2020,"Multiple","No","No","Yes","100","Pedestrian",NA,-9,"Boroondara (C)","No","No","Unknown","Day"
20203181,"Qld",4,2020,"Multiple","No","No","No","60","Motorcycle rider","Male",50,"Moreton Bay (R)","No","No","40_to_64","Day"
20201144,"NSW",4,2020,"Single","No","No","No","60","Pedestrian","Male",79,"Cessnock","No","No","75_or_older","Day"
20201091,"NSW",4,2020,"Multiple","No","No","No","100","Motorcycle rider","Female",43,"Bathurst Regional","No","No","40_to_64","Day"
20205074,"WA",4,2020,"Single","No","No","No","50","Motorcycle rider","Male",47,NA,"No","No","40_to_64","Day"
20205058,"WA",4,2020,"Multiple","No","No","No","60","Passenger","Male",86,NA,"No","No","75_or_older","Day"
20202122,"Vic",4,2020,"Multiple","No","No","Yes","100","Pedestrian",NA,-9,"Boroondara (C)","No","No","Unknown","Day"
20202122,"Vic",4,2020,"Multiple","No","No","Yes","100","Pedestrian",NA,-9,"Boroondara (C)","No","No","Unknown","Day"
20202120,"Vic",4,2020,"Multiple","No","No","No","100","Driver","Female",85,"Yarra Ranges (S)","No","No","75_or_older","Day"
20203111,"Qld",4,2020,"Single","No","No","No","70","Driver","Male",33,"Brisbane (C)","No","No","26_to_39","Night"
20202125,"Vic",4,2020,"Single","No","No","No","100","Driver","Female",35,"West Wimmera (S)","No","No","26_to_39","Night"
20201004,"NSW",4,2020,"Single","No","No","No","60","Pedestrian","Male",38,"Liverpool","No","No","26_to_39","Night"
20203184,"Qld",4,2020,"Single","No","No","No","60","Driver","Male",84,"Gold Coast (C)","No","No","75_or_older","Day"
20204048,"SA",4,2020,"Single","No","No","No","100","Pedestrian","Female",42,"Wudinna (DC)","No","No","40_to_64","Night"
20203137,"Qld",4,2020,"Single","No","No","No","50","Pedestrian","Male",58,"Mount Isa (C)","No","No","40_to_64","Night"
20204011,"SA",4,2020,"Multiple","No","No","No","80","Driver","Male",80,"Mount Barker (DC)","No","No","75_or_older","Day"
20201238,"NSW",4,2020,"Multiple","No","No","No","50","Pedal cyclist","Female",72,"Bathurst Regional","No","No","65_to_74","Day"
20202136,"Vic",4,2020,"Single","No","No","No","80","Driver","Male",27,"Whitehorse (C)","No","No","26_to_39","Day"
20203038,"Qld",4,2020,"Single","No","No","No","50","Motorcycle rider","Male",26,"Townsville (C)","No","No","26_to_39","Night"
20203204,"Qld",4,2020,"Single","No","No","No","60","Pedestrian","Male",90,"Sunshine Coast (R)","No","No","75_or_older","Day"
20201225,"NSW",3,2020,"Multiple","No","No","No","90","Driver","Male",75,"Port Stephens","No","No","75_or_older","Day"
20201187,"NSW",3,2020,"Single","No","No","No","80","Motorcycle rider","Male",56,"Clarence Valley","No","No","40_to_64","Day"
20203229,"Qld",3,2020,"Single","No","No","No","80","Driver","Female",57,"Somerset (R)","No","No","40_to_64","Day"
20203112,"Qld",3,2020,"Single","No","No","No","60","Driver","Male",71,"Gold Coast (C)","No","No","65_to_74","Day"
20205071,"WA",3,2020,"Multiple","No","No","No","110","Driver","Male",70,NA,"No","No","65_to_74","Day"
20201014,"NSW",3,2020,"Single","No","No","No","70","Pedestrian","Male",84,"Ryde","No","No","75_or_older","Day"
20201126,"NSW",3,2020,"Multiple","No","No","No","50","Passenger","Female",20,"Inverell","No","No","17_to_25","Night"
20202029,"Vic",3,2020,"Single","No","No","No","40","Pedestrian","Female",1,"Mornington Peninsula (S)","No","No","0_to_16","Day"
20204026,"SA",3,2020,"Multiple","No","No","No","90","Passenger","Female",23,"Salisbury (C)","No","No","17_to_25","Day"
20203149,"Qld",3,2020,"Single","No","No","No","60","Pedestrian","Female",65,"Gold Coast (C)","No","No","65_to_74","Day"
20205106,"WA",3,2020,"Single","No","No","No","110","Driver","Male",26,NA,"No","No","26_to_39","Day"
20203097,"Qld",3,2020,"Single","No","No","No","50","Pedestrian","Female",15,"Mackay (R)","No","No","0_to_16","Night"
20201061,"NSW",3,2020,"Single","No","No","No","100","Driver","Female",18,"Cabonne","No","No","17_to_25","Day"
20201241,"NSW",3,2020,"Single","No","No","Yes","110","Driver","Male",22,"Hornsby","No","No","17_to_25","Night"
20202170,"Vic",3,2020,"Multiple","No","No","No","80","Other/-9","Male",31,"Greater Geelong (C)","No","No","26_to_39","Day"
20203007,"Qld",3,2020,"Multiple","No","No","No","60","Driver","Male",44,"Sunshine Coast (R)","No","No","40_to_64","Night"
20201111,"NSW",3,2020,"Single","No","No","No","100","Passenger","Male",49,"Tamworth Regional","No","No","40_to_64","Day"
20201159,"NSW",3,2020,"Single","No","No","No","100","Driver","Male",49,"Hilltops","No","No","40_to_64","Night"
20202076,"Vic",3,2020,"Multiple","No","No","No","60","Motorcycle rider","Male",32,"Darebin (C)","No","No","26_to_39","Day"
20203105,"Qld",3,2020,"Multiple","No","No","No","60","Passenger","Female",93,"Gold Coast (C)","No","No","75_or_older","Night"
20203162,"Qld",3,2020,"Single","No","No","No","100","Driver","Male",81,"South Burnett (R)","No","No","75_or_older","Day"
20204029,"SA",3,2020,"Single","No","No","No","110","Driver","Male",40,"Loxton Waikerie (DC)","No","No","40_to_64","Night"
20202078,"Vic",3,2020,"Single","No","No","No","100","Driver","Female",79,"Northern Grampians (S)","No","No","75_or_older","Day"
20201075,"NSW",3,2020,"Single","No","Yes","No","50","Pedestrian","Female",61,"Blacktown","No","No","40_to_64","Day"
20204001,"SA",3,2020,"Multiple","No","No","No","110","Passenger","Female",24,"Mallala (DC)","No","No","17_to_25","Day"
20202155,"Vic",3,2020,"Multiple","No","No","No","80","Motorcycle rider","Male",54,"Greater Geelong (C)","No","No","40_to_64","Day"
20204073,"SA",3,2020,"Single","No","No","No","110","Driver","Male",92,"Elliston (DC)","No","No","75_or_older","Day"
20201047,"NSW",3,2020,"Multiple","No","Yes","No","50","Driver","Male",70,"Randwick","No","No","65_to_74","Day"
20202083,"Vic",3,2020,"Multiple","No","Yes","No","100","Driver","Female",31,"South Gippsland (S)","No","No","26_to_39","Day"
20203244,"Qld",3,2020,"Multiple","No","No","No","100","Motorcycle rider","Male",74,"South Burnett (R)","No","No","65_to_74","Day"
20202026,"Vic",3,2020,"Multiple","No","No","Yes","80","Driver","Male",77,"Greater Shepparton (C)","No","No","75_or_older","Day"
20203241,"Qld",3,2020,"Multiple","No","No","No","80","Driver","Male",87,"Mareeba (S)","No","No","75_or_older","Day"
20205068,"WA",3,2020,"Multiple","No","No","No","60","Motorcycle rider","Male",25,NA,"No","No","17_to_25","Day"
20202092,"Vic",3,2020,"Single","No","No","No","50","Pedestrian","Female",79,"Greater Geelong (C)","No","No","75_or_older","Day"
20202194,"Vic",3,2020,"Multiple","No","No","Yes","60","Pedal cyclist","Female",22,"Port Phillip (C)","No","No","17_to_25","Day"
20203144,"Qld",3,2020,"Single","No","No","No","50","Pedestrian","Female",94,"Gold Coast (C)","No","No","75_or_older","Day"
20202009,"Vic",3,2020,"Multiple","No","No","No","100","Motorcycle rider","Male",46,"Warrnambool (C)","No","No","40_to_64","Day"
20201221,"NSW",3,2020,"Multiple","No","No","No","100","Driver","Male",76,"Snowy Monaro Regional","No","No","75_or_older","Day"
20201228,"NSW",3,2020,"Single","No","No","No","100","Driver","Male",17,"Temora","No","No","17_to_25","Day"
20203026,"Qld",3,2020,"Multiple","No","No","No","100","Passenger","Male",70,"Gympie (R)","No","No","65_to_74","Day"
20203162,"Qld",3,2020,"Single","No","No","No","100","Passenger","Female",76,"South Burnett (R)","No","No","75_or_older","Day"
20201272,"NSW",3,2020,"Single","No","No","No","60","Driver","Male",74,"Canterbury-Bankstown","No","No","65_to_74","Day"
20203238,"Qld",3,2020,"Multiple","No","No","No","60","Passenger","Male",64,"Brisbane (C)","No","No","40_to_64","Day"
20202108,"Vic",3,2020,"Multiple","No","No","No","100","Driver","Female",66,"South Gippsland (S)","No","No","65_to_74","Day"
20204054,"SA",3,2020,"Single","No","No","No","100","Driver","Male",20,"Adelaide Hills (DC)","No","No","17_to_25","Day"
20203019,"Qld",3,2020,"Single","No","No","No","100","Driver","Male",19,"Townsville (C)","No","No","17_to_25","Night"
20202161,"Vic",3,2020,"Multiple","No","No","No","60","Driver","Male",79,"Latrobe (C) (Vic.)","No","No","75_or_older","Day"
20202114,"Vic",3,2020,"Multiple","No","No","No","70","Pedal cyclist","Male",68,"Frankston (C)","No","No","65_to_74","Day"
20205002,"WA",3,2020,"Single","No","No","No","60","Passenger","Female",79,NA,"No","No","75_or_older","Day"
20203026,"Qld",3,2020,"Multiple","No","No","No","100","Driver","Female",75,"Gympie (R)","No","No","75_or_older","Day"
20202027,"Vic",3,2020,"Single","No","No","No","50","Motorcycle rider","Male",60,"East Gippsland (S)","No","No","40_to_64","Day"
20206007,"Tas",3,2020,"Multiple","No","No","Yes","100","Driver","Male",54,"Circular Head (M)","No","No","40_to_64","Night"
20204027,"SA",3,2020,"Single","No","No","No","110","Driver","Male",55,"Mount Remarkable (DC)","No","No","40_to_64","Day"
20202071,"Vic",3,2020,"Single","No","No","No","50","Pedestrian","Male",48,"Southern Grampians (S)","No","No","40_to_64","Night"
20204050,"SA",3,2020,"Multiple","No","No","No","100","Passenger","Male",1,"Adelaide Hills (DC)","No","No","0_to_16","Day"
20205101,"WA",3,2020,"Single","No","No","No","110","Driver","Male",71,NA,"No","No","65_to_74","Day"
20206011,"Tas",3,2020,"Single","No","No","No","100","Motorcycle pillion passenger","Female",19,"Clarence (C)","No","No","17_to_25","Day"
20204033,"SA",3,2020,"Multiple","No","No","No","100","Driver","Female",47,"Adelaide Hills (DC)","No","No","40_to_64","Night"
20204028,"SA",3,2020,"Single","No","No","No","80","Motorcycle rider","Male",57,"Renmark Paringa (DC)","No","No","40_to_64","Day"
20203128,"Qld",3,2020,"Multiple","No","No","No","100","Driver","Male",24,"Livingstone (S)","No","No","17_to_25","Night"
20201034,"NSW",3,2020,"Multiple","No","No","No","60","Driver","Female",22,"Central Coast","No","No","17_to_25","Day"
20204023,"SA",3,2020,"Single","No","No","No","100","Driver","Male",68,"Murray Bridge (RC)","No","No","65_to_74","Day"
20204008,"SA",3,2020,"Single","No","No","No","110","Passenger","Male",49,"Goyder (DC)","No","No","40_to_64","Day"
20202018,"Vic",3,2020,"Single","No","No","No","100","Driver","Female",18,"Latrobe (C) (Vic.)","No","No","17_to_25","Night"
20203040,"Qld",3,2020,"Single","No","No","No","70","Motorcycle rider","Male",61,"Brisbane (C)","No","No","40_to_64","Day"
20202130,"Vic",3,2020,"Single","No","No","No","100","Driver","Female",34,"Central Goldfields (S)","No","No","26_to_39","Night"
20202064,"Vic",3,2020,"Single","No","No","No","60","Motorcycle rider","Female",44,"Melton (C)","No","No","40_to_64","Day"
20206004,"Tas",3,2020,"Multiple","No","No","No","100","Driver","Male",24,"Sorell (M)","No","No","17_to_25","Night"
20205094,"WA",3,2020,"Single","No","No","No","110","Driver","Female",32,NA,"No","No","26_to_39","Day"
20204074,"SA",3,2020,"Single","No","No","No","100","Driver","Male",23,"Streaky Bay (DC)","No","No","17_to_25","Night"
20205045,"WA",3,2020,"Multiple","No","Yes","No","90","Driver","Male",43,NA,"No","No","40_to_64","Night"
20202154,"Vic",3,2020,"Single","No","No","No","100","Driver","Male",21,"Northern Grampians (S)","No","No","17_to_25","Night"
20201154,"NSW",3,2020,"Single","No","No","No","50","Passenger","Male",17,"Central Coast","No","No","17_to_25","Night"
20201266,"NSW",3,2020,"Single","No","No","No","50","Driver","Male",34,"Yass Valley","No","No","26_to_39","Night"
20202184,"Vic",3,2020,"Multiple","No","No","No","60","Motorcycle rider","Male",21,"Mornington Peninsula (S)","No","No","17_to_25","Night"
20203227,"Qld",3,2020,"Single","No","No","No","50","Driver","Male",31,"Moreton Bay (R)","No","No","26_to_39","Night"
20201029,"NSW",3,2020,"Single","No","No","No","100","Driver","Female",20,"Federation","No","No","17_to_25","Day"
20202135,"Vic",3,2020,"Multiple","No","No","No","80","Motorcycle rider","Male",27,"Knox (C)","No","No","26_to_39","Night"
20201057,"NSW",3,2020,"Multiple","No","No","No","100","Passenger","Male",0,"Warrumbungle","No","No","0_to_16","Day"
20201137,"NSW",3,2020,"Single","No","No","No","60","Motorcycle rider","Male",36,"Lake Macquarie","No","No","26_to_39","Night"
20201167,"NSW",3,2020,"Single","No","No","No","100","Motorcycle rider","Male",42,"Dubbo Regional","No","No","40_to_64","Day"
20202030,"Vic",3,2020,"Single","No","No","No","60","Driver","Male",18,"Yarra Ranges (S)","No","No","17_to_25","Night"
20203216,"Qld",3,2020,"Multiple","No","No","No","60","Motorcycle rider","Male",54,"Bundaberg (R)","No","No","40_to_64","Day"
20202109,"Vic",3,2020,"Multiple","No","Yes","No","60","Pedal cyclist","Male",32,"Moonee Valley (C)","No","No","26_to_39","Night"
20201135,"NSW",3,2020,"Single","No","No","No","80","Motorcycle rider","Male",75,"Singleton","No","No","75_or_older","Day"
20202142,"Vic",3,2020,"Single","No","No","No","70","Driver","Male",27,"East Gippsland (S)","No","No","26_to_39","Night"
20202080,"Vic",3,2020,"Multiple","No","No","No","80","Pedal cyclist","Male",14,"Frankston (C)","No","No","0_to_16","Day"
20204051,"SA",3,2020,"Single","No","No","No","100","Driver","Male",39,"Anangu Pitjantjatjara (AC)","No","No","26_to_39","Night"
20203165,"Qld",3,2020,"Multiple","No","No","Yes","100","Driver","Male",60,"Charters Towers (R)","No","No","40_to_64","Day"
20207020,"NT",3,2020,"Single","No","No","No","130","Passenger","Male",19,"Victoria Daly (R)","No","No","17_to_25","Night"
20203053,"Qld",3,2020,"Multiple","No","No","Yes","100","Driver","Male",29,"Isaac (R)","No","No","26_to_39","Day"
20205044,"WA",3,2020,"Single","No","No","No","110","Driver","Female",18,NA,"No","No","17_to_25","Night"
20201057,"NSW",3,2020,"Multiple","No","No","No","100","Driver","Female",26,"Warrumbungle","No","No","26_to_39","Day"
20201139,"NSW",3,2020,"Multiple","No","No","Yes","70","Driver","Female",46,"Walcha","No","No","40_to_64","Night"
20204014,"SA",3,2020,"Multiple","No","No","No","50","Motorcycle rider","Male",30,"Holdfast Bay (C)","No","No","26_to_39","Day"
20203231,"Qld",3,2020,"Multiple","No","Yes","No","60","Motorcycle rider","Male",20,"Brisbane (C)","No","No","17_to_25","Night"
20205117,"WA",3,2020,"Single","No","No","No","110","Driver","Male",19,NA,"No","No","17_to_25","Night"
20205117,"WA",3,2020,"Single","No","No","No","110","Driver","Male",20,NA,"No","No","17_to_25","Night"
20205069,"WA",3,2020,"Single","No","No","No","80","Passenger","Male",53,NA,"No","No","40_to_64","Night"
20202023,"Vic",3,2020,"Single","No","No","No","40","Motorcycle rider","Male",46,"Mildura (RC)","No","No","40_to_64","Night"
20201019,"NSW",3,2020,"Single","No","No","No","100","Driver","Male",18,"Parkes","No","No","17_to_25","Night"
20203016,"Qld",3,2020,"Single","No","No","No","80","Driver","Male",24,"Cassowary Coast (R)","No","No","17_to_25","Night"
20202192,"Vic",2,2020,"Single","No","No","Yes","100","Driver","Male",39,"West Wimmera (S)","No","No","26_to_39","Day"
20205028,"WA",2,2020,"Single","No","No","No","50","Passenger","Male",18,NA,"No","No","17_to_25","Night"
20206002,"Tas",2,2020,"Multiple","No","No","No","110","Driver","Male",54,"Latrobe (M) (Tas.)","No","No","40_to_64","Day"
20201102,"NSW",2,2020,"Multiple","No","No","No","50","Pedestrian","Female",8,"Parramatta","No","No","0_to_16","Night"
20203058,"Qld",2,2020,"Single","No","No","No","100","Motorcycle rider","Male",49,"Southern Downs (R)","No","No","40_to_64","Day"
20203211,"Qld",2,2020,"Multiple","No","No","No","90","Driver","Female",36,"Redland (C)","No","No","26_to_39","Night"
20201005,"NSW",2,2020,"Multiple","No","No","No","60","Pedal cyclist","Male",16,"Shellharbour","No","No","0_to_16","Day"
20202163,"Vic",2,2020,"Multiple","No","No","No","60","Motorcycle rider","Male",23,"Whittlesea (C)","No","No","17_to_25","Night"
20202042,"Vic",2,2020,"Single","No","No","No","80","Driver","Male",54,"Casey (C)","No","No","40_to_64","Day"
20206008,"Tas",2,2020,"Multiple","No","No","No","110","Driver","Male",36,"Meander Valley (M)","No","No","26_to_39","Night"
20201274,"NSW",2,2020,"Single","No","No","No","100","Driver","Male",20,"Federation","No","No","17_to_25","Day"
20203148,"Qld",2,2020,"Single","No","No","No","50","Motorcycle rider","Male",19,"Longreach (R)","No","No","17_to_25","Night"
20205130,"WA",2,2020,"Single","No","No","No","100","Motorcycle rider","Male",33,NA,"No","No","26_to_39","Day"
20202020,"Vic",2,2020,"Single","No","No","No","100","Driver","Female",26,"Greater Shepparton (C)","No","No","26_to_39","Night"
20201092,"NSW",2,2020,"Single","No","No","No","70","Pedal cyclist","Male",61,"Ku-ring-gai","No","No","40_to_64","Day"
20207022,"NT",2,2020,"Multiple","No","No","No","70","Driver","Male",20,"Palmerston (C)","No","No","17_to_25","Night"
20205027,"WA",2,2020,"Single","No","No","No","90","Passenger","Female",79,NA,"No","No","75_or_older","Day"
20201194,"NSW",2,2020,"Multiple","No","Yes","No","100","Driver","Male",23,"Clarence Valley","No","No","17_to_25","Night"
20202146,"Vic",2,2020,"Multiple","No","No","No","100","Driver","Female",18,"Corangamite (S)","No","No","17_to_25","Day"
20201198,"NSW",2,2020,"Multiple","No","No","No","70","Passenger","Female",29,"Bayside","No","No","26_to_39","Night"
20203052,"Qld",2,2020,"Multiple","No","No","No","100","Driver","Male",85,"Somerset (R)","No","No","75_or_older","Day"
20207022,"NT",2,2020,"Multiple","No","No","No","70","Driver","Female",34,"Palmerston (C)","No","No","26_to_39","Night"
20201110,"NSW",2,2020,"Multiple","No","Yes","No","50","Motorcycle rider","Male",32,"Sydney","No","No","26_to_39","Day"
20205038,"WA",2,2020,"Single","No","No","No","50","Motorcycle rider","Male",27,NA,"No","No","26_to_39","Night"
20201073,"NSW",2,2020,"Multiple","No","No","No","50","Pedestrian","Female",39,"Hornsby","No","No","26_to_39","Day"
20203063,"Qld",2,2020,"Multiple","No","No","No","80","Motorcycle rider","Male",47,"Somerset (R)","No","No","40_to_64","Night"
20204063,"SA",2,2020,"Multiple","No","No","No","80","Pedal cyclist","Female",44,"Alexandrina (DC)","No","No","40_to_64","Day"
20205097,"WA",2,2020,"Single","No","No","No","60","Driver","Male",64,NA,"No","No","40_to_64","Night"
20202035,"Vic",2,2020,"Single","No","No","No","100","Pedal cyclist","Male",55,"Mount Alexander (S)","No","No","40_to_64","Day"
20202007,"Vic",2,2020,"Multiple","No","No","No","100","Pedal cyclist","Male",34,"Warrnambool (C)","No","No","26_to_39","Night"
20205080,"WA",2,2020,"Single","No","No","No","110","Passenger","Male",58,NA,"No","No","40_to_64","Day"
20201194,"NSW",2,2020,"Multiple","No","Yes","No","100","Passenger","Male",21,"Clarence Valley","No","No","17_to_25","Night"
20205060,"WA",2,2020,"Multiple","No","No","No","50","Passenger","Male",82,NA,"No","No","75_or_older","Day"
20204007,"SA",2,2020,"Single","No","No","No","110","Driver","Female",20,"Lower Eyre Peninsula (DC)","No","No","17_to_25","Night"
20201090,"NSW",2,2020,"Multiple","No","No","No","60","Motorcycle rider","Male",59,"Cessnock","No","No","40_to_64","Day"
20201175,"NSW",2,2020,"Single","No","No","No","100","Driver","Male",29,"Lachlan","No","No","26_to_39","Night"
20205041,"WA",2,2020,"Single","No","No","No","110","Driver","Male",73,NA,"No","No","65_to_74","Day"
20201067,"NSW",2,2020,"Single","No","No","Yes","110","Pedestrian","Male",43,"Tweed","No","No","40_to_64","Day"
20204067,"SA",2,2020,"Multiple","Yes","No","No","110","Driver","Male",36,"Kangaroo Island (DC)","No","No","26_to_39","Day"
20202168,"Vic",2,2020,"Single","No","No","No","80","Driver","Male",30,"Monash (C)","No","No","26_to_39","Night"
20203198,"Qld",2,2020,"Multiple","No","Yes","No","100","Driver","Female",40,"Mackay (R)","No","No","40_to_64","Day"
20204077,"SA",2,2020,"Single","No","No","No","110","Driver","Male",79,"Kimba (DC)","No","No","75_or_older","Night"
20203207,"Qld",2,2020,"Single","No","No","No","50","Driver","Male",33,"Mareeba (S)","No","No","26_to_39","Day"
20206008,"Tas",2,2020,"Multiple","No","No","No","110","Passenger","Male",63,"Meander Valley (M)","No","No","40_to_64","Night"
20207004,"NT",2,2020,"Single","No","No","No","100","Motorcycle rider","Male",55,"Litchfield (M)","No","No","40_to_64","Day"
20202167,"Vic",2,2020,"Multiple","No","No","Yes","60","Passenger","Male",36,"Darebin (C)","No","No","26_to_39","Night"
20207013,"NT",2,2020,"Multiple","No","No","No","100","Driver","Female",57,"Palmerston (C)","No","No","40_to_64","Day"
20203251,"Qld",2,2020,"Single","No","No","No","100","Pedestrian","Male",65,"Lockyer Valley (R)","No","No","65_to_74","Night"
20201256,"NSW",2,2020,"Single","No","No","No","100","Driver","Male",53,"Singleton","No","No","40_to_64","Night"
20201102,"NSW",2,2020,"Multiple","No","No","No","50","Pedestrian","Female",12,"Parramatta","No","No","0_to_16","Night"
20204049,"SA",2,2020,"Multiple","No","No","No","60","Motorcycle rider","Male",18,"Salisbury (C)","No","No","17_to_25","Day"
20206008,"Tas",2,2020,"Multiple","No","No","No","110","Driver","Male",65,"Meander Valley (M)","No","No","65_to_74","Night"
20202032,"Vic",2,2020,"Single","No","No","No","100","Motorcycle rider","Male",49,"Mansfield (S)","No","No","40_to_64","Day"
20203240,"Qld",2,2020,"Multiple","No","No","No","60","Driver","Male",32,"Brisbane (C)","No","No","26_to_39","Night"
20201218,"NSW",2,2020,"Single","No","No","No","60","Driver","Male",64,"Wollongong","No","No","40_to_64","Day"
20203002,"Qld",2,2020,"Multiple","No","No","Yes","100","Driver","Male",57,"Isaac (R)","No","No","40_to_64","Night"
20202043,"Vic",2,2020,"Multiple","No","Yes","No","80","Passenger","Female",53,"Mornington Peninsula (S)","No","No","40_to_64","Day"
20202185,"Vic",2,2020,"Single","No","No","No","100","Driver","Male",78,"Moira (S)","No","No","75_or_older","Day"
20206001,"Tas",2,2020,"Single","No","No","No","100","Motorcycle rider","Male",49,"Central Coast (M) (Tas.)","No","No","40_to_64","Night"
20201204,"NSW",2,2020,"Single","No","No","No","60","Pedestrian","Female",47,"Cessnock","No","No","40_to_64","Night"
20205027,"WA",2,2020,"Single","No","No","No","90","Passenger","Male",81,NA,"No","No","75_or_older","Day"
20203185,"Qld",2,2020,"Single","No","No","No","40","Pedestrian","Female",83,"Tablelands (R)","No","No","75_or_older","Day"
