"Crash.ID","State","Month","Year","Crash.Type","Bus.Involvement","Heavy.Rigid.Truck.Involvement","Articulated.Truck.Involvement","Speed.Limit","Road.User","Gender","Age","National.LGA.Name.2017","Christmas.Period","Easter.Period","Age.Group","Time.of.day"
20154029,"SA",5,2015,"Multiple","No","No","No","80","Driver","Female",32,"Onkaparinga (C)","No","No","26_to_39","Day"
20153152,"Qld",5,2015,"Single","No","No","No","100","Passenger","Female",44,NA,"No","No","40_to_64","Night"
20153166,"Qld",5,2015,"Single","No","No","No","100","Motorcycle rider","Male",22,NA,"No","No","17_to_25","Day"
20153067,"Qld",5,2015,"Single","No","No","No","60","Driver","Male",17,NA,"No","No","17_to_25","Night"
20153038,"Qld",5,2015,"Single","No","No","No","100","Driver","Male",20,NA,"No","No","17_to_25","Day"
20151059,"NSW",5,2015,"Multiple","No","No","No","60","Motorcycle rider","Male",46,"Hornsby","No","No","40_to_64","Night"
20151091,"NSW",5,2015,"Multiple","No","No","Yes","50","Motorcycle rider","Male",23,"Bellingen","No","No","17_to_25","Day"
20152041,"Vic",5,2015,"Single","No","No","No","110","Driver","Male",40,"Mitchell (S)","No","No","40_to_64","Night"
20151174,"NSW",5,2015,"Multiple","No","No","No","100","Driver","Female",23,"Cessnock","No","No","17_to_25","Day"
20153180,"Qld",5,2015,"Single","No","No","No","100","Driver","Male",37,NA,"No","No","26_to_39","Night"
20153014,"Qld",5,2015,"Multiple","No","No","No","100","Driver","Female",26,NA,"No","No","26_to_39","Day"
20152004,"Vic",5,2015,"Single","No","No","No","100","Driver","Male",31,"Glenelg (S)","No","No","26_to_39","Night"
20152054,"Vic",5,2015,"Multiple","No","No","No","100","Driver","Male",19,"Loddon (S)","No","No","17_to_25","Day"
20154028,"SA",5,2015,"Single","No","No","No","60","Driver","Female",21,"Adelaide Hills (DC)","No","No","17_to_25","Night"
20154037,"SA",5,2015,"Multiple","No","Yes","No","80","Driver","Female",17,"Mount Barker (DC)","No","No","17_to_25","Day"
20154016,"SA",5,2015,"Multiple","No","No","No","110","Driver","Female",51,"Mid Murray (DC)","No","No","40_to_64","Night"
20153036,"Qld",5,2015,"Single","No","No","No","100","Passenger","Female",44,NA,"No","No","40_to_64","Day"
20153152,"Qld",5,2015,"Single","No","No","No","100","Driver","Female",62,NA,"No","No","40_to_64","Night"
20153097,"Qld",5,2015,"Single","No","No","No","110","Driver","Male",43,NA,"No","No","40_to_64","Day"
20155078,"WA",5,2015,"Single","No","No","No","110","Driver","Male",65,"Rockingham (C)","No","No","65_to_74","Night"
20152155,"Vic",5,2015,"Multiple","No","No","No","100","Driver","Male",19,"Moorabool (S)","No","No","17_to_25","Day"
20153173,"Qld",5,2015,"Single","No","No","No","60","Driver","Male",18,NA,"No","No","17_to_25","Day"
20152125,"Vic",5,2015,"Multiple","No","No","No","80","Driver","Male",49,"Mansfield (S)","No","No","40_to_64","Day"
20151060,"NSW",5,2015,"Multiple","No","No","No","90","Driver","Male",56,"Lake Macquarie","No","No","40_to_64","Night"
20151113,"NSW",5,2015,"Multiple","No","No","Yes","100","Passenger","Female",19,"Singleton","No","No","17_to_25","Day"
20151111,"NSW",5,2015,"Multiple","No","No","No","80","Passenger","Male",20,"Wollondilly","No","No","17_to_25","Night"
20151309,"NSW",5,2015,"Single","No","No","No","100","Passenger","Female",16,"Singleton","No","No","0_to_16","Day"
20151019,"NSW",5,2015,"Multiple","No","No","No","60","Passenger","Female",82,"Penrith","No","No","75_or_older","Day"
20151253,"NSW",5,2015,"Multiple","No","Yes","No","60","Pedal cyclist","Male",36,"Woollahra","No","No","26_to_39","Day"
20151214,"NSW",5,2015,"Single","No","No","No","60","Pedestrian","Male",67,"Fairfield","No","No","65_to_74","Day"
20158006,"ACT",5,2015,"Single","No","No","No","60","Driver","Male",48,"Unincorporated ACT","No","No","40_to_64","Day"
20151301,"NSW",5,2015,"Multiple","No","No","Yes","50","Driver","Male",93,"Bellingen","No","No","75_or_older","Day"
20151113,"NSW",5,2015,"Multiple","No","No","Yes","100","Driver","Female",18,"Singleton","No","No","17_to_25","Day"
20151073,"NSW",5,2015,"Multiple","No","No","No","60","Driver","Female",86,"Dubbo Regional","No","No","75_or_older","Day"
20151285,"NSW",5,2015,"Multiple","No","No","No","100","Driver","Female",85,"Wollondilly","No","No","75_or_older","Day"
20153123,"Qld",5,2015,"Single","No","No","No","60","Pedestrian","Male",93,NA,"No","No","75_or_older","Night"
20151278,"NSW",5,2015,"Multiple","No","No","Yes","110","Driver","Female",70,"Bland","No","No","65_to_74","Day"
20151198,"NSW",5,2015,"Multiple","No","Yes","No","90","Driver","Female",67,"Parramatta","No","No","65_to_74","Day"
20155016,"WA",5,2015,"Single","No","No","No","110","Passenger","Male",18,"Waroona (S)","No","No","17_to_25","Day"
20153109,"Qld",5,2015,"Single","No","No","No","80","Driver","Male",75,NA,"No","No","75_or_older","Day"
20153074,"Qld",5,2015,"Single","No","No","No","60","Driver","Male",20,NA,"No","No","17_to_25","Day"
20152180,"Vic",5,2015,"Multiple","No","No","Yes","100","Driver","Male",78,"Campaspe (S)","No","No","75_or_older","Night"
20155091,"WA",5,2015,"Multiple","No","No","No","110","Passenger","Male",26,"Irwin (S)","No","No","26_to_39","Day"
20151049,"NSW",5,2015,"Multiple","No","No","No","50","Driver","Male",76,"North Sydney","No","No","75_or_older","Day"
20157035,"NT",5,2015,"Multiple","No","No","No","80","Motorcycle rider","Male",49,"Unincorporated NT","No","No","40_to_64","Day"
20151169,"NSW",5,2015,"Multiple","No","Yes","No","80","Driver","Male",82,"Griffith","No","No","75_or_older","Day"
20153114,"Qld",5,2015,"Single","No","No","No","60","Passenger","Male",5,NA,"No","No","0_to_16","Day"
20151018,"NSW",5,2015,"Single","No","No","No","80","Pedestrian","Male",25,"Ballina","No","No","17_to_25","Night"
20153114,"Qld",5,2015,"Single","No","No","No","60","Passenger","Female",39,NA,"No","No","26_to_39","Day"
20152154,"Vic",5,2015,"Single","No","No","No","60","Driver","Male",33,"Casey (C)","No","No","26_to_39","Night"
20155132,"WA",5,2015,"Single","No","No","No","110","Passenger","Male",28,"Shark Bay (S)","No","No","26_to_39","Day"
20153154,"Qld",5,2015,"Single","No","No","No","60","Passenger","Male",1,NA,"No","No","0_to_16","Night"
20151309,"NSW",5,2015,"Single","No","No","No","100","Driver","Female",18,"Singleton","No","No","17_to_25","Day"
20153114,"Qld",5,2015,"Single","No","No","No","60","Driver","Male",74,NA,"No","No","65_to_74","Day"
20154050,"SA",5,2015,"Single","No","No","No","60","Driver","Male",23,"Adelaide (C)","No","No","17_to_25","Night"
20152169,"Vic",5,2015,"Multiple","No","No","No","100","Driver","Male",73,"Murrindindi (S)","No","No","65_to_74","Day"
20152062,"Vic",5,2015,"Multiple","No","No","Yes","100","Driver","Male",18,"South Gippsland (S)","No","No","17_to_25","Day"
20151279,"NSW",5,2015,"Single","No","No","No","70","Pedestrian","Female",30,"Bayside","No","No","26_to_39","Day"
20151326,"NSW",5,2015,"Multiple","No","No","No","70","Driver","Male",22,"Sutherland","No","No","17_to_25","Day"
20155033,"WA",5,2015,"Single","No","No","No","110","Pedestrian","Male",72,"Murray (S)","No","No","65_to_74","Day"
20151032,"NSW",5,2015,"Multiple","No","No","No","50","Driver","Female",82,"Bellingen","No","No","75_or_older","Day"
20155083,"WA",5,2015,"Multiple","No","No","No","50","Driver","Male",94,NA,"No","No","75_or_older","Day"
20153014,"Qld",5,2015,"Multiple","No","No","No","100","Driver","Male",24,NA,"No","No","17_to_25","Day"
20157041,"NT",5,2015,"Single","No","No","No","60","Pedestrian","Female",41,"Palmerston (C)","No","No","40_to_64","Night"
20152078,"Vic",5,2015,"Multiple","No","No","No","100","Pedal cyclist","Male",77,"Greater Geelong (C)","No","No","75_or_older","Day"
20152005,"Vic",5,2015,"Single","No","No","No","40","Pedestrian","Female",68,"Darebin (C)","No","No","65_to_74","Day"
20153031,"Qld",5,2015,"Single","No","No","No","60","Driver","Male",49,NA,"No","No","40_to_64","Day"
20157010,"NT",5,2015,"Single","No","No","No","100","Pedestrian","Female",36,"Palmerston (C)","No","No","26_to_39","Night"
20153071,"Qld",5,2015,"Multiple","No","No","No","100","Motorcycle rider","Male",43,NA,"No","No","40_to_64","Day"
20152034,"Vic",5,2015,"Single","No","No","No","80","Driver","Male",75,"Wyndham (C)","No","No","75_or_older","Night"
20151040,"NSW",5,2015,"Single","No","No","No","50","Pedestrian","Male",59,"Sydney","No","No","40_to_64","Night"
20151153,"NSW",4,2015,"Multiple","No","No","No","100","Driver","Male",17,"Singleton","No","No","17_to_25","Day"
20154002,"SA",4,2015,"Single","No","No","No","50","Pedestrian","Female",84,"Holdfast Bay (C)","No","No","75_or_older","Day"
20153118,"Qld",4,2015,"Single","No","No","No","100","Motorcycle rider","Male",27,NA,"No","No","26_to_39","Day"
20153200,"Qld",4,2015,"Single","No","No","No","80","Driver","Male",75,NA,"No","No","75_or_older","Day"
20152016,"Vic",4,2015,"Single","No","No","No","100","Driver","Female",19,"Yarra Ranges (S)","No","No","17_to_25","Day"
20157013,"NT",4,2015,"Multiple","No","No","No","60","Pedestrian","Female",36,"Alice Springs (T)","No","No","26_to_39","Night"
20155070,"WA",4,2015,"Single","No","No","No","110","Passenger","Male",33,"Northampton (S)","No","Yes","26_to_39","Day"
20151281,"NSW",4,2015,"Single","No","No","No","50","Pedestrian","Female",61,"Parramatta","No","Yes","40_to_64","Day"
20153026,"Qld",4,2015,"Single","No","No","No","60","Motorcycle rider","Male",45,NA,"No","Yes","40_to_64","Night"
20152231,"Vic",4,2015,"Single","No","No","No","100","Driver","Male",23,"Melton (C)","No","Yes","17_to_25","Day"
20155069,"WA",4,2015,"Multiple","No","Yes","No","60","Motorcycle rider","Female",42,"Fremantle (C)","No","No","40_to_64","Day"
20152030,"Vic",4,2015,"Multiple","No","No","No","80","Passenger","Female",77,"Knox (C)","No","No","75_or_older","Day"
20154063,"SA",4,2015,"Multiple","No","No","Yes","100","Passenger","Male",12,"Alexandrina (DC)","No","No","0_to_16","Day"
20153196,"Qld",4,2015,"Single","No","No","No","80","Pedestrian","Male",18,NA,"No","No","17_to_25","Night"
20151009,"NSW",4,2015,"Single","No","No","No","60","Driver","Female",18,"Hawkesbury","No","No","17_to_25","Day"
20151177,"NSW",4,2015,"Multiple","No","No","No","60","Driver","Female",86,"Shoalhaven","No","No","75_or_older","Day"
20151287,"NSW",4,2015,"Multiple","No","No","No","100","Driver","Male",61,"Junee","No","No","40_to_64","Day"
20153028,"Qld",4,2015,"Multiple","No","Yes","No","100","Driver","Male",74,NA,"No","No","65_to_74","Day"
20155128,"WA",4,2015,"Multiple","No","No","Yes","60","Driver","Male",61,"Cockburn (C)","No","No","40_to_64","Day"
20152051,"Vic",4,2015,"Single","No","No","No","100","Passenger","Female",82,"Mornington Peninsula (S)","No","No","75_or_older","Day"
20153002,"Qld",4,2015,"Single","No","No","No","60","Passenger","Male",23,NA,"No","Yes","17_to_25","Night"
20153107,"Qld",4,2015,"Single","No","No","Yes","5","Pedestrian","Male",43,NA,"No","No","40_to_64","Day"
20152018,"Vic",4,2015,"Multiple","No","No","No","100","Motorcycle rider","Male",56,"Ballarat (C)","No","No","40_to_64","Day"
20155138,"WA",4,2015,"Single","No","No","No","60","Driver","Male",78,NA,"No","Yes","75_or_older","Day"
20152131,"Vic",4,2015,"Single","No","No","No","100","Driver","Female",51,"Golden Plains (S)","No","No","40_to_64","Day"
20158002,"ACT",4,2015,"Multiple","Yes","No","No","80","Motorcycle rider","Male",23,"Unincorporated ACT","No","No","17_to_25","Night"
20151020,"NSW",4,2015,"Multiple","No","No","No","90","Passenger","Female",8,"Central Coast","No","Yes","0_to_16","Day"
20153025,"Qld",4,2015,"Single","No","No","Yes","60","Passenger","Female",73,NA,"No","No","65_to_74","Day"
20153136,"Qld",4,2015,"Multiple","No","No","No","80","Driver","Female",34,NA,"No","No","26_to_39","Day"
20151296,"NSW",4,2015,"Single","No","No","No","70","Pedestrian","Male",36,"Hornsby","No","No","26_to_39","Day"
20152216,"Vic",4,2015,"Single","No","No","No","100","Driver","Male",44,"Golden Plains (S)","No","No","40_to_64","Day"
20153020,"Qld",4,2015,"Single","No","No","Yes","100","Driver","Male",41,NA,"No","No","40_to_64","Night"
20153174,"Qld",4,2015,"Single","No","No","No","60","Motorcycle rider","Male",28,NA,"No","Yes","26_to_39","Day"
20152059,"Vic",4,2015,"Single","No","No","No","60","Passenger","Male",23,"Cardinia (S)","No","No","17_to_25","Night"
20154011,"SA",4,2015,"Single","No","No","No","100","Passenger","Female",2,"Yorke Peninsula (DC)","No","Yes","0_to_16","Day"
20153156,"Qld",4,2015,"Multiple","No","No","No","90","Driver","Male",73,NA,"No","No","65_to_74","Night"
20157022,"NT",4,2015,"Single","No","No","No","80","Driver","Male",61,"Unincorporated NT","No","Yes","40_to_64","Night"
20152124,"Vic",4,2015,"Single","No","No","No",NA,"Pedestrian","Male",73,"Greater Shepparton (C)","No","No","65_to_74","Day"
20152216,"Vic",4,2015,"Single","No","No","No","100","Passenger","Male",17,"Golden Plains (S)","No","No","17_to_25","Day"
20152051,"Vic",4,2015,"Single","No","No","No","100","Passenger","Male",91,"Mornington Peninsula (S)","No","No","75_or_older","Day"
20155010,"WA",4,2015,"Single","No","No","No","80","Driver","Male",54,"Greater Geraldton (C)","No","No","40_to_64","Day"
20151207,"NSW",4,2015,"Single","No","No","No","50","Pedestrian","Male",59,"Woollahra","No","No","40_to_64","Night"
20155010,"WA",4,2015,"Single","No","No","No","80","Passenger","Female",50,"Greater Geraldton (C)","No","No","40_to_64","Day"
20152097,"Vic",4,2015,"Multiple","No","No","No","100","Passenger","Female",73,"Cardinia (S)","No","Yes","65_to_74","Day"
20154025,"SA",4,2015,"Multiple","No","No","No","110","Passenger","Female",88,"Wakefield (DC)","No","No","75_or_older","Day"
20152031,"Vic",4,2015,"Multiple","No","No","No","100","Driver","Male",20,"Benalla (RC)","No","No","17_to_25","Day"
20153125,"Qld",4,2015,"Multiple","No","No","No","100","Motorcycle rider","Male",37,NA,"No","No","26_to_39","Day"
20153103,"Qld",4,2015,"Single","No","No","No","50","Pedestrian","Male",4,NA,"No","Yes","0_to_16","Day"
20153172,"Qld",4,2015,"Single","No","No","No","80","Motorcycle rider","Male",46,NA,"No","No","40_to_64","Day"
20151052,"NSW",4,2015,"Single","No","No","Yes","60","Pedestrian","Male",65,"Parramatta","No","No","65_to_74","Day"
20153197,"Qld",4,2015,"Single","No","No","No","50","Driver","Female",31,NA,"No","Yes","26_to_39","Night"
20151160,"NSW",4,2015,"Single","No","No","No","60","Pedestrian","Female",87,"Central Coast","No","No","75_or_older","Night"
20151098,"NSW",4,2015,"Single","No","No","No","50","Driver","Male",44,"Narromine","No","No","40_to_64","Day"
20151271,"NSW",4,2015,"Single","No","No","No","60","Pedestrian","Male",13,"The Hills","No","No","0_to_16","Day"
20153030,"Qld",4,2015,"Single","No","No","No","100","Passenger","Male",20,NA,"No","Yes","17_to_25","Day"
20151093,"NSW",4,2015,"Multiple","No","No","No","60","Pedestrian","Female",46,"Fairfield","No","No","40_to_64","Day"
20153057,"Qld",4,2015,"Single","No","No","No","60","Motorcycle rider","Male",33,NA,"No","No","26_to_39","Day"
20152121,"Vic",4,2015,"Single","No","No","No","60","Pedestrian","Male",61,"Wyndham (C)","No","No","40_to_64","Night"
20151280,"NSW",4,2015,"Single","No","No","No","80","Motorcycle rider","Male",68,"Penrith","No","No","65_to_74","Day"
20155136,"WA",4,2015,"Single","No","No","No","50","Pedestrian","Male",22,"Port Hedland (T)","No","No","17_to_25","Night"
20153051,"Qld",4,2015,"Multiple","No","No","No","100","Driver","Female",26,NA,"No","No","26_to_39","Day"
20153076,"Qld",4,2015,"Single","No","No","No","110","Driver","Male",79,NA,"No","No","75_or_older","Day"
20152031,"Vic",4,2015,"Multiple","No","No","No","100","Driver","Male",65,"Benalla (RC)","No","No","65_to_74","Day"
20153175,"Qld",4,2015,"Single","No","No","No","60","Pedestrian","Male",45,NA,"No","No","40_to_64","Night"
20151076,"NSW",4,2015,"Multiple","No","Yes","No","60","Driver","Male",24,"Hornsby","No","No","17_to_25","Day"
20152085,"Vic",4,2015,"Single","No","Yes","No","50","Pedestrian","Male",59,"Maribyrnong (C)","No","No","40_to_64","Night"
20151026,"NSW",4,2015,"Multiple","No","No","No","80","Motorcycle rider","Male",34,"Hawkesbury","No","No","26_to_39","Day"
20152009,"Vic",4,2015,"Single","No","No","No","80","Pedestrian","Female",91,"Monash (C)","No","No","75_or_older","Day"
20151153,"NSW",4,2015,"Multiple","No","No","No","100","Driver","Male",29,"Singleton","No","No","26_to_39","Day"
20154036,"SA",4,2015,"Multiple","No","No","No","100","Driver","Male",76,"Mid Murray (DC)","No","No","75_or_older","Day"
20151043,"NSW",4,2015,"Multiple","No","No","No","70","Driver","Female",61,"Inner West","No","No","40_to_64","Day"
20153142,"Qld",4,2015,"Single","No","No","No","90","Driver","Male",24,NA,"No","No","17_to_25","Night"
20155110,"WA",4,2015,"Single","No","No","No","60","Driver","Male",78,"Bayswater (C)","No","No","75_or_older","Day"
20152217,"Vic",4,2015,"Single","No","No","No","110","Driver","Female",27,"Mildura (RC)","No","Yes","26_to_39","Night"
20155110,"WA",4,2015,"Single","No","No","No","60","Passenger","Female",78,"Bayswater (C)","No","No","75_or_older","Day"
20155050,"WA",4,2015,"Multiple","No","No","No","100","Motorcycle rider","Male",17,"Serpentine-Jarrahdale (S)","No","No","17_to_25","Night"
20151131,"NSW",4,2015,"Multiple","No","No","No","70","Passenger","Female",56,"Nambucca","No","Yes","40_to_64","Day"
20154058,"SA",4,2015,"Single","No","No","No","100","Driver","Female",24,"Copper Coast (DC)","No","No","17_to_25","Night"
20155085,"WA",4,2015,"Single","No","No","No","110","Passenger","Female",18,"Exmouth (S)","No","No","17_to_25","Day"
20155065,"WA",4,2015,"Multiple","No","No","No","110","Passenger","Female",22,"Augusta-Margaret River (S)","No","Yes","17_to_25","Night"
20155013,"WA",4,2015,"Single","No","No","No","90","Driver","Female",57,"Kojonup (S)","No","No","40_to_64","Day"
20152158,"Vic",4,2015,"Single","No","No","No","100","Motorcycle rider","Male",27,"Wyndham (C)","No","No","26_to_39","Night"
20154023,"SA",4,2015,"Multiple","No","No","No","60","Driver","Male",31,"Charles Sturt (C)","No","No","26_to_39","Day"
20153112,"Qld",4,2015,"Multiple","No","Yes","Yes","100","Driver","Male",37,NA,"No","No","26_to_39","Night"
20151235,"NSW",4,2015,"Multiple","No","No","No","90","Motorcycle rider","Male",56,"Wollondilly","No","No","40_to_64","Day"
20153002,"Qld",4,2015,"Single","No","No","No","60","Driver","Male",25,NA,"No","Yes","17_to_25","Night"
20155085,"WA",4,2015,"Single","No","No","No","110","Passenger","Male",19,"Exmouth (S)","No","No","17_to_25","Day"
20153013,"Qld",4,2015,"Single","No","No","No","50","Motorcycle rider","Male",34,NA,"No","No","26_to_39","Night"
20152133,"Vic",4,2015,"Multiple","No","No","No","50","Motorcycle rider","Male",29,"Mornington Peninsula (S)","No","Yes","26_to_39","Night"
20153084,"Qld",4,2015,"Single","No","No","No","100","Driver","Male",52,NA,"No","No","40_to_64","Night"
20153020,"Qld",4,2015,"Single","No","No","Yes","100","Passenger","Female",40,NA,"No","No","40_to_64","Night"
20151020,"NSW",4,2015,"Multiple","No","No","No","90","Passenger","Male",9,"Central Coast","No","Yes","0_to_16","Day"
20152060,"Vic",4,2015,"Single","No","No","No","70","Passenger","Male",16,"Nillumbik (S)","No","No","0_to_16","Day"
20154077,"SA",4,2015,"Single","No","No","No","60","Passenger","Female",8,"Charles Sturt (C)","No","No","0_to_16","Day"
20151150,"NSW",4,2015,"Multiple","No","No","No","50","Motorcycle rider","Male",40,"Liverpool","No","No","40_to_64","Night"
20154017,"SA",4,2015,"Single","No","No","No","100","Driver","Male",43,"Yorke Peninsula (DC)","No","No","40_to_64","Night"
20151096,"NSW",4,2015,"Multiple","No","No","Yes","100","Driver","Female",18,"Wagga Wagga","No","No","17_to_25","Night"
20153065,"Qld",4,2015,"Multiple","No","No","Yes","100","Driver","Male",30,NA,"No","No","26_to_39","Night"
20153058,"Qld",4,2015,"Single","No","No","No","100","Driver","Male",32,NA,"No","Yes","26_to_39","Night"
20152144,"Vic",4,2015,"Single","No","No","No","80","Passenger","Male",21,"Yarra Ranges (S)","No","No","17_to_25","Night"
20151264,"NSW",4,2015,"Single","No","No","No","100","Driver","Male",21,"Parkes","No","No","17_to_25","Night"
20155109,"WA",3,2015,"Multiple","No","No","No","90","Passenger","Female",35,"Busselton (C)","No","No","26_to_39","Day"
20151056,"NSW",3,2015,"Single","No","No","No","40","Driver","Male",17,"Cessnock","No","No","17_to_25","Night"
20152127,"Vic",3,2015,"Single","No","No","No","100","Driver","Female",34,"Murrindindi (S)","No","No","26_to_39","Day"
20153062,"Qld",3,2015,"Single","No","No","No","110","Pedestrian","Male",34,NA,"No","No","26_to_39","Night"
20152127,"Vic",3,2015,"Single","No","No","No","100","Passenger","Male",19,"Murrindindi (S)","No","No","17_to_25","Day"
20155057,"WA",3,2015,"Single","No","No","No","80","Passenger","Female",15,"Wanneroo (C)","No","No","0_to_16","Night"
20152193,"Vic",3,2015,"Single","No","No","No","100","Motorcycle rider","Male",47,"Stonnington (C)","No","No","40_to_64","Night"
20153182,"Qld",3,2015,"Multiple","No","No","No","100","Passenger","Female",26,NA,"No","No","26_to_39","Night"
20152108,"Vic",3,2015,"Multiple","No","No","No","60","Pedestrian","Male",67,"Whitehorse (C)","No","No","65_to_74","Night"
20153091,"Qld",3,2015,"Single","No","No","No","50","Driver","Male",25,NA,"No","No","17_to_25","Night"
20152058,"Vic",3,2015,"Multiple","No","No","No","50","Motorcycle rider","Male",22,"Kingston (C) (Vic.)","No","No","17_to_25","Day"
20153150,"Qld",3,2015,"Single","No","No","No","60","Motorcycle rider","Male",34,NA,"No","No","26_to_39","Night"
20153134,"Qld",3,2015,"Multiple","No","No","Yes","100","Driver","Male",25,NA,"No","No","17_to_25","Day"
20157004,"NT",3,2015,"Single","No","No","No","110","Passenger","Male",38,"Barkly (R)","No","No","26_to_39","Night"
20153060,"Qld",3,2015,"Multiple","No","No","No","100","Motorcycle rider","Male",51,NA,"No","No","40_to_64","Day"
20151139,"NSW",3,2015,"Single","No","No","No","100","Passenger","Female",29,"Byron","No","No","26_to_39","Night"
20155124,"WA",3,2015,"Single","No","No","No","110","Driver","Male",41,NA,"No","No","40_to_64","Day"
20151180,"NSW",3,2015,"Single","No","No","No","60","Driver","Male",21,"Sutherland","No","No","17_to_25","Night"
20151078,"NSW",3,2015,"Multiple","No","No","No","100","Passenger","Female",55,"Lismore","No","No","40_to_64","Day"
20155077,"WA",3,2015,"Multiple","No","No","No","60","Driver","Male",43,NA,"No","No","40_to_64","Day"
20152017,"Vic",3,2015,"Multiple","No","No","No","60","Driver","Male",27,"Hume (C)","No","No","26_to_39","Day"
20153135,"Qld",3,2015,"Multiple","No","No","No","100","Driver","Male",36,NA,"No","No","26_to_39","Night"
20151251,"NSW",3,2015,"Multiple","No","No","No","100","Motorcycle rider","Male",37,"Singleton","No","No","26_to_39","Day"
20151100,"NSW",3,2015,"Single","No","No","No","110","Driver","Male",22,"Cootamundra-Gundagai","No","No","17_to_25","Night"
20156017,"Tas",3,2015,"Single","No","No","No","100","Motorcycle rider","Male",67,NA,"No","No","65_to_74","Day"
20155088,"WA",3,2015,"Single","No","No","No","60","Driver","Male",28,"Kalamunda (C)","No","No","26_to_39","Night"
20155125,"WA",3,2015,"Multiple","No","No","No","110","Passenger","Female",2,"Armadale (C)","No","No","0_to_16","Day"
20151218,"NSW",3,2015,"Multiple","No","No","No","60","Driver","Male",42,"Fairfield","No","No","40_to_64","Night"
20152212,"Vic",3,2015,"Multiple","No","Yes","No","70","Passenger","Male",28,"Melbourne (C)","No","No","26_to_39","Day"
20153176,"Qld",3,2015,"Multiple","No","No","No","80","Driver","Male",41,NA,"No","No","40_to_64","Night"
20155047,"WA",3,2015,"Single","No","No","No","110","Driver","Male",45,NA,"No","No","40_to_64","Day"
20155036,"WA",3,2015,"Multiple","No","Yes","No","100","Passenger","Male",62,"Kwinana (C)","No","No","40_to_64","Night"
20151081,"NSW",3,2015,"Multiple","No","No","Yes","60","Driver","Female",47,"Parramatta","No","No","40_to_64","Day"
20152057,"Vic",3,2015,"Single","No","No","No","80","Driver","Male",25,"Casey (C)","No","No","17_to_25","Night"
20153033,"Qld",3,2015,"Single","No","No","No","110","Driver","Male",17,NA,"No","No","17_to_25","Night"
20152025,"Vic",3,2015,"Single","No","No","No","110","Driver","Male",46,"Melton (C)","No","No","40_to_64","Night"
20155039,"WA",3,2015,"Multiple","No","No","No","100","Motorcycle rider","Male",21,"Joondalup (C)","No","No","17_to_25","Day"
20154062,"SA",3,2015,"Single","No","No","No","100","Passenger","Female",13,"Loxton Waikerie (DC)","No","No","0_to_16","Day"
20153201,"Qld",3,2015,"Multiple","No","No","No","50","Motorcycle rider","Male",33,NA,"No","No","26_to_39","Day"
20156012,"Tas",3,2015,"Single","No","No","No","100","Driver","Male",23,"Central Highlands (M) (Tas.)","No","No","17_to_25","Night"
20156009,"Tas",3,2015,"Single","No","No","No","80","Driver","Male",27,"Kingborough (M)","No","No","26_to_39","Day"
20155025,"WA",3,2015,"Single","No","No","No","40","Driver","Male",42,"West Arthur (S)","No","No","40_to_64","Night"
20152003,"Vic",3,2015,"Single","No","No","No","100","Driver","Female",27,"Ararat (RC)","No","No","26_to_39","Day"
20153077,"Qld",3,2015,"Multiple","No","No","No","100","Driver","Female",44,NA,"No","No","40_to_64","Night"
20152150,"Vic",3,2015,"Single","No","No","No","100","Driver","Female",44,"Macedon Ranges (S)","No","No","40_to_64","Day"
20157008,"NT",3,2015,"Single","No","No","No","80","Driver","Male",40,"Litchfield (M)","No","No","40_to_64","Night"
20155007,"WA",3,2015,"Multiple","No","No","No","80","Motorcycle rider","Male",23,"Mundaring (S)","No","No","17_to_25","Day"
20155054,"WA",3,2015,"Single","No","No","No","110","Driver","Male",25,"Manjimup (S)","No","No","17_to_25","Night"
20155017,"WA",3,2015,"Single","No","No","No","110","Passenger","Male",54,"Sandstone (S)","No","No","40_to_64","Day"
20152070,"Vic",3,2015,"Single","No","No","No","100","Driver","Female",64,"Indigo (S)","No","No","40_to_64","Night"
20151322,"NSW",3,2015,"Multiple","No","No","No","60","Passenger","Female",51,"Liverpool","No","No","40_to_64","Day"
20152132,"Vic",3,2015,"Single","No","Yes","No","50","Pedestrian","Female",88,"Whittlesea (C)","No","No","75_or_older","Day"
20152106,"Vic",3,2015,"Single","No","No","No","100","Driver","Male",44,"Surf Coast (S)","No","No","40_to_64","Night"
20153144,"Qld",3,2015,"Single","No","No","No","100","Driver","Male",89,NA,"No","No","75_or_older","Day"
20153134,"Qld",3,2015,"Multiple","No","No","Yes","100","Passenger","Female",20,NA,"No","No","17_to_25","Day"
20151265,"NSW",3,2015,"Single","No","No","No","80","Pedestrian","Male",12,"Port Stephens","No","No","0_to_16","Day"
20151101,"NSW",3,2015,"Single","No","No","No","100","Driver","Male",40,"Oberon","No","No","40_to_64","Day"
20154086,"SA",3,2015,"Single","No","No","No","60","Pedestrian","Male",84,"Burnside (C)","No","No","75_or_older","Day"
20155073,"WA",3,2015,"Multiple","No","No","No","70","Pedal cyclist","Male",65,"Canning (C)","No","No","65_to_74","Night"
20157007,"NT",3,2015,"Single","No","No","No","20","Pedestrian","Male",37,"Darwin (C)","No","No","26_to_39","Night"
20151219,"NSW",3,2015,"Multiple","No","Yes","No","80","Driver","Female",17,"Port Macquarie-Hastings","No","No","17_to_25","Day"
